Year,Which of the following languages or technologies have you used significantly in the past year?
2013,"JavaScript, jQuery, PHP, SQL"
2013,Erlang
2013,
2013,"C#, Java, JavaScript, jQuery, Objective-C, Ruby"
2013,C++
2013,"C#, SQL"
2013,"Java, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL, HTML, CSS"
2013,"JavaScript, jQuery, PHP, SQL, Visual Basic"
2013,"C, C++, Java, JavaScript, jQuery, Python, SQL"
2013,"JavaScript, jQuery, Node.js, Python, Ruby"
2013,
2013,
2013,"Java, SQL"
2013,"C++, C#, Java, JavaScript, jQuery, SQL"
2013,"C, C++, Python, Fortran, CMake"
2013,"C#, SQL"
2013,
2013,"JavaScript, jQuery, PHP"
2013,"Java, JavaScript, jQuery, Objective-C, Python"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,
2013,"C#, JavaScript, jQuery"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C, C++"
2013,"C#, JavaScript, jQuery, PHP"
2013,
2013,"C, C++"
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, Node.js, Ruby, SQL"
2013,
2013,Delphi
2013,"C, C++, Python, Haskell"
2013,"C++, Python, SQL"
2013,"Java, JavaScript, SQL, groovy"
2013,"C#, JavaScript, jQuery, Python"
2013,
2013,"C++, C#, Java, Objective-C, SQL"
2013,"C, C++, Java, Objective-C, Delphi"
2013,"JavaScript, jQuery, PHP"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, Python"
2013,"C, JavaScript, Objective-C, PHP, SQL, csh perl"
2013,SQL
2013,"Java, Android"
2013,"JavaScript, jQuery, PHP, SQL, Actionscript"
2013,"C#, SQL"
2013,"JavaScript, jQuery, Node.js, Python, SQL, d3.js"
2013,Java
2013,
2013,"Java, JavaScript, jQuery"
2013,"C#, JavaScript, jQuery, Python, SQL"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, Java, JavaScript, jQuery, Python, SQL"
2013,"Java, PHP, Python"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C++, C#, Java, JavaScript, jQuery, Node.js, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C++, jmeter"
2013,"Java, JavaScript, jQuery, PHP, Python"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"Java, jQuery"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"Java, JavaScript, jQuery, Ruby, SQL, scala"
2013,"C#, JavaScript, jQuery, SQL"
2013,"jQuery, PHP, SQL"
2013,"C, C++, JavaScript"
2013,
2013,"Java, Xtend, Scala, TypeScript"
2013,"C, JavaScript, jQuery, Python"
2013,
2013,"Java, JavaScript, jQuery, Node.js, PHP, Python"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, SQL"
2013,"JavaScript, jQuery, SQL, vb.net"
2013,"Java, JavaScript, jQuery, SQL, groovy"
2013,"C++, Java, Python"
2013,"Python, SQL, VBA"
2013,"JavaScript, PHP, SQL"
2013,"C, C++, Java, Python, SQL, Fortran, Perl"
2013,Java
2013,"JavaScript, jQuery, PHP, SQL, BASH SCRIPTING"
2013,"SQL, vb.net"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"Java, JavaScript, jQuery, Node.js, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL, knockoutjs"
2013,"Java, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, SQL, Object Pascal"
2013,C++
2013,"C++, C#, Java, JavaScript, jQuery, PHP, Python, SQL"
2013,"C#, Java, JavaScript, jQuery, SQL, Groovy"
2013,"JavaScript, PHP, Python"
2013,"C, JavaScript, SQL, perl"
2013,
2013,
2013,"C++, Java, JavaScript, jQuery, Objective-C"
2013,"C, C++, C#, Python, SQL"
2013,
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Objective-C, PHP, Ruby"
2013,"Java, JavaScript, jQuery, Node.js, Objective-C, PHP, Python, Ruby, SQL"
2013,"Java, Ruby, Scala"
2013,"C, Objective-C, PHP, Python"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, VB6/VBA"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, SQL"
2013,"JavaScript, jQuery, PHP"
2013,"C#, ABAP"
2013,
2013,
2013,
2013,"C, C++, JavaScript, jQuery, PHP, Python, SQL"
2013,"PHP, SQL"
2013,
2013,"jQuery, Node.js, PHP, html , css"
2013,"Java, SQL"
2013,"C, C++, Java, JavaScript, jQuery"
2013,"Java, JavaScript, jQuery, Node.js, Groovy"
2013,"C++, Python, Lua"
2013,
2013,"Java, JavaScript, jQuery, Node.js, Python, SQL"
2013,"Java, JavaScript, jQuery, SQL, ActionScript"
2013,"Java, JavaScript, jQuery"
2013,"C, C++, Python, vba"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, SQL"
2013,"C++, Java, Objective-C, Python"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C, Objective-C"
2013,"Java, JavaScript, jQuery, Python, SQL, Django"
2013,"C, Node.js, Python"
2013,
2013,"C, Java, PHP, Python"
2013,
2013,C++
2013,"C, C++, Objective-C, Python, Assembly (x86); C++11"
2013,
2013,Java
2013,
2013,"Java, JavaScript, jQuery, Node.js, PHP, SQL"
2013,"C++, Java, JavaScript, jQuery, PHP, SQL"
2013,"C++, Java, JavaScript, jQuery, PHP"
2013,"C++, JavaScript, jQuery, Python"
2013,C++
2013,
2013,"C++, PHP"
2013,"C, C++, Objective-C, Python"
2013,"C, C++, Java, JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, jQuery, PHP, Scala"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"SQL, Forth, R"
2013,"C++, Java"
2013,"JavaScript, jQuery, PHP, SQL, vb.net"
2013,"C++, Python, SQL"
2013,"C#, Java, JavaScript, jQuery, SQL, Backbone.js, Underscore.js"
2013,Objective-C
2013,"C++, C#"
2013,"C, JavaScript, jQuery, PHP, Python"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP, Ruby, SQL"
2013,
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"JavaScript, jQuery, Ruby, SQL"
2013,"SQL, PL/SQL"
2013,
2013,"C#, SQL"
2013,"JavaScript, PHP"
2013,
2013,
2013,
2013,"JavaScript, jQuery, Python"
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,R
2013,"jQuery, PHP"
2013,
2013,SAP ABAP
2013,"C++, C#, Java, Objective-C, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, jQuery, vb.net, vba"
2013,"Java, JavaScript, jQuery, Python, Ruby, SQL, Scala"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Node.js, Ruby, SQL"
2013,"Java, JavaScript, Python"
2013,
2013,"Java, JavaScript, jQuery, Node.js, Ruby, SQL"
2013,"JavaScript, jQuery, Ruby, SQL, bash"
2013,"Java, JavaScript, Python, Ruby, SQL"
2013,"PHP, Python"
2013,
2013,
2013,"C#, SQL"
2013,
2013,"C++, JavaScript, jQuery, PHP, Python, SQL"
2013,"Java, JavaScript, Ruby"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP, ActionScript"
2013,"C#, JavaScript, jQuery, PHP, Python, SQL, CSS, HTML, XML"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C++, Java, PHP, Python, SQL"
2013,"C, C++, C#, Java, PHP, Python, Ruby, SQL, Go, Assembly"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, jQuery, APEX(salesforce)"
2013,
2013,"Java, JavaScript, jQuery, Python, SQL"
2013,Java
2013,"C, C++, C#, Python"
2013,"Java, jQuery, PHP, Python, SQL"
2013,"Java, Objective-C"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,
2013,"JavaScript, jQuery, PHP"
2013,"C, Java, JavaScript, jQuery, Python"
2013,
2013,"C++, C#, Java, JavaScript, jQuery, Node.js, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,Python
2013,"C#, JavaScript, jQuery, Node.js, SQL"
2013,Java
2013,
2013,"JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"Java, JavaScript, jQuery, Python, SQL, Scala, Go"
2013,"C#, JavaScript, Silverlight"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"C++, Java"
2013,"JavaScript, jQuery, Objective-C, PHP, Python"
2013,"C, JavaScript, PHP"
2013,"C#, SQL, qlikview"
2013,
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"C, JavaScript, jQuery, Node.js, Python"
2013,"C, Java"
2013,"C, C++, Python, Perl, VBA, VB.net"
2013,"Java, JavaScript, Objective-C"
2013,
2013,"C++, C#, SQL, VB.NET"
2013,Objective-C
2013,"C#, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, Python, Ruby, SQL"
2013,
2013,"C++, Python"
2013,"JavaScript, jQuery, PHP, Python, Ruby, SQL"
2013,
2013,"Java, JavaScript, jQuery, Scala"
2013,"C#, Ruby, SQL"
2013,"C#, JavaScript, Node.js, Python, SQL"
2013,"C, C#, Java, Objective-C, Ruby"
2013,"Java, Objective-C"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, SQL, vb6"
2013,C#
2013,"Python, SQL"
2013,"jQuery, PHP, Ruby"
2013,"JavaScript, jQuery, PHP, SQL, MySQL"
2013,"Java, SQL, Flex"
2013,"Java, SQL"
2013,
2013,"Java, JavaScript, jQuery, Python"
2013,"C, C++, C#"
2013,"SQL, Visual Basic"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"C, JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,"Java, JavaScript, jQuery, Node.js, Objective-C, SQL, Scala"
2013,
2013,"Objective-C, PHP, SQL"
2013,"Java, PHP, SQL"
2013,"C#, JavaScript, jQuery, Ruby, SQL"
2013,"Java, JavaScript, jQuery, PHP"
2013,"SQL, R"
2013,"C#, JavaScript, Python, SQL"
2013,"C, C#, Java, SQL"
2013,
2013,"C#, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"PHP, SQL"
2013,"SQL, VB.NET"
2013,"JavaScript, jQuery, PHP"
2013,"C++, Java, JavaScript, Objective-C, Python"
2013,"C, JavaScript, jQuery, Node.js, Objective-C, Python"
2013,"C#, JavaScript, jQuery, PHP, SQL, .net"
2013,"Python, Perl"
2013,"JavaScript, jQuery, Python"
2013,"C++, C#, SQL"
2013,"C#, JavaScript, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,Lotus/Domino-related
2013,"C#, Java"
2013,"JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"jQuery, PHP, SQL"
2013,"PHP, SQL, PL/SQL"
2013,"C#, SQL, Flex"
2013,"C++, C#, Java, JavaScript, jQuery, PHP, Python, SQL"
2013,"C#, SQL"
2013,"C++, Python"
2013,"C#, Java, JavaScript, jQuery, Ruby, SQL, Bash"
2013,"JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,"C#, SQL"
2013,"C#, JavaScript, SQL, VB.Net"
2013,
2013,"Java, JavaScript, jQuery, Python, SQL"
2013,"C, C++, Perl"
2013,"C, Java, VHDL"
2013,"C, C++, JavaScript, Objective-C, Ruby"
2013,
2013,"C, C++, C#, JavaScript, jQuery, Node.js, Objective-C, PHP"
2013,
2013,"Java, SQL, Visual Basic"
2013,"C#, Java, JavaScript, jQuery, Objective-C, SQL"
2013,"JavaScript, jQuery, PHP, Ruby, SQL"
2013,
2013,"C++, Objective-C, SQL"
2013,
2013,"C++, Java, JavaScript, jQuery, Node.js, Python"
2013,"C++, C#, Java, Objective-C, Python, SQL"
2013,"C#, Java, JavaScript, PHP, Python"
2013,"C, C++, Java, JavaScript, jQuery, Objective-C, Python, SQL"
2013,"C, PHP, Python, assembler"
2013,"JavaScript, jQuery, PHP, SQL"
2013,Java
2013,C#
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP"
2013,
2013,
2013,"JavaScript, jQuery, Python, SQL"
2013,
2013,"C++, C#, Java, JavaScript, jQuery, Node.js, PHP, SQL, Lua"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, Python"
2013,"JavaScript, jQuery, PHP, SQL, PHP"
2013,"jQuery, Node.js, Ruby, SQL"
2013,"C, C++, Java, JavaScript, Python"
2013,"C, JavaScript, jQuery, PHP, Python, SQL, Haskell, Rust"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"SQL, COBOL"
2013,
2013,"JavaScript, jQuery, PHP, SQL, Zend Framework"
2013,"C, C#, Java, JavaScript, Python"
2013,"Java, JavaScript, PHP, SQL"
2013,"C, C++, Java, Objective-C"
2013,"Java, PHP, HTML"
2013,"JavaScript, jQuery, Python, Ruby"
2013,"Python, SQL, R"
2013,
2013,"C#, SQL, WCF, WPF"
2013,"C, JavaScript, jQuery, PHP, Python, Ruby"
2013,"Java, JavaScript, jQuery, PHP, Python, SQL"
2013,"C, C++, PHP, Python"
2013,"JavaScript, Node.js, PHP, Ruby"
2013,"C#, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C#, PHP, Python, SQL, Visual Basic"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,"JavaScript, jQuery, PHP"
2013,"C++, C#, Python"
2013,
2013,"C#, Java, JavaScript, SQL, perl"
2013,"Java, VB"
2013,"JavaScript, jQuery, Node.js, Python"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"JavaScript, jQuery, PHP, SQL, ABAP"
2013,"C#, jQuery, PHP, SQL"
2013,"C++, C#, Java, JavaScript, jQuery, Python, Ruby, SQL"
2013,
2013,"C, C++, Objective-C"
2013,"JavaScript, jQuery, Ruby, SQL"
2013,"C, C++, C#, Java, Python"
2013,"C, Objective-C"
2013,C++
2013,"JavaScript, SQL, VB.NET"
2013,"C, C++, Lua, Intel assembly"
2013,"C++, C#, Java, JavaScript, jQuery, Objective-C, Python, SQL"
2013,
2013,"C, C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"C, C++, C#, Java, Python, SQL"
2013,
2013,
2013,"C#, JavaScript, jQuery"
2013,"C#, JavaScript, jQuery"
2013,"C, Objective-C, Python"
2013,"PHP, SQL, Delphi"
2013,"Java, JavaScript, PHP, Python, SQL"
2013,
2013,"C#, JavaScript, jQuery, Objective-C, Ruby, SQL"
2013,
2013,"C++, SQL"
2013,"JavaScript, jQuery, Ruby"
2013,"Java, JavaScript, scala"
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"jQuery, PHP, SQL"
2013,"C, C++"
2013,"C, C++, C#, JavaScript, jQuery, Objective-C, Python, Ruby, SQL"
2013,"C, Python"
2013,"JavaScript, jQuery, Node.js, PHP, SQL, MongoDB"
2013,"C, Objective-C"
2013,"C#, SQL"
2013,Java
2013,"C, Shell Script"
2013,
2013,"Java, Python"
2013,"C++, C#, JavaScript, jQuery, SQL, .net, silverlight"
2013,Java
2013,"jQuery, PHP, SQL"
2013,"JavaScript, jQuery, SQL, VB.Net!"
2013,"jQuery, SQL"
2013,"JavaScript, jQuery, Objective-C, PHP, Python, SQL"
2013,"C, Python, SQL"
2013,"Java, SQL, Scala"
2013,
2013,"JavaScript, jQuery, Python"
2013,"C++, Java, Objective-C, Ruby, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"C, C++, C#, Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,Java
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C++, C#, JavaScript, Python"
2013,
2013,"JavaScript, jQuery, Node.js, CoffeeScript"
2013,"Java, JavaScript, jQuery, Objective-C, PHP, SQL, Coldfusion"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C++, JavaScript, jQuery, PHP"
2013,"C#, JavaScript, PHP"
2013,Python
2013,Java
2013,Java
2013,"C++, C#, Java, PHP, Python"
2013,
2013,"C, SQL, Ubercode"
2013,"C, C++, Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, Node.js, Ruby, SQL"
2013,
2013,"C, C++, Python"
2013,"C#, jQuery, PHP, SQL"
2013,"Java, Objective-C, SQL"
2013,"Java, PHP, SQL, Perl"
2013,"JavaScript, jQuery, Objective-C, Ruby, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"Java, Python"
2013,"Objective-C, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,
2013,"C#, JavaScript, jQuery, PHP"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C, Java, jQuery, Ruby, Rails"
2013,"C#, Java, Python, Ruby, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,"PHP, SQL"
2013,
2013,"Objective-C, ActionScript"
2013,"JavaScript, Python"
2013,"C, Java, Python"
2013,
2013,"C, C++, Java, JavaScript, jQuery, PHP"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"C++, Java, Python"
2013,"C++, SQL"
2013,"C, C++, C#"
2013,
2013,"C#, JavaScript, jQuery, Objective-C"
2013,
2013,"C, C++, Python, Ruby"
2013,"C++, Java, Python, ActionScript, AppleScript"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C++, Java, Python, Game-specific assembly"
2013,"C++, C#, JavaScript, jQuery, Node.js, PHP, SQL"
2013,"C, Java, JavaScript, jQuery, PHP, SQL, CSS, HTML"
2013,"JavaScript, jQuery, PHP"
2013,"C, Java, Ruby"
2013,"JavaScript, jQuery, Node.js, Objective-C"
2013,"C++, C#, vhdl"
2013,"C++, Java, JavaScript, jQuery, Objective-C, PHP, Ruby, SQL"
2013,"Java, JavaScript, PHP, Python"
2013,
2013,"C, C++, x86 Assembly"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, Python"
2013,"Java, Objective-C, PHP, Python, Ruby"
2013,"Java, SQL, RPG-IV, DB2 for i, CL (IBM i), Classic REXX"
2013,"C++, Perl R"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, Python"
2013,"C, JavaScript, Node.js, Objective-C, Python, Ruby"
2013,
2013,
2013,"Java, jQuery, SQL"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,
2013,
2013,
2013,"Java, JavaScript, jQuery, PHP, Ruby, SQL"
2013,
2013,"JavaScript, jQuery, Node.js, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, SQL"
2013,"C, Java, JavaScript, jQuery, Node.js, PHP, Python, SQL, RealStudio"
2013,"C, C++, Java, JavaScript, PHP, Python, SQL"
2013,
2013,"JavaScript, jQuery, Python, SQL"
2013,"C, C++, Java, JavaScript, jQuery, Node.js, PHP, Python, Ruby, SQL"
2013,Objective-C
2013,"C++, JavaScript, jQuery, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, Java"
2013,"C, Python, Fortran"
2013,"SQL, sas"
2013,
2013,Objective-C
2013,"Java, JavaScript, jQuery, PHP, SQL, HTML, CSS"
2013,"Objective-C, Python"
2013,Java
2013,"JavaScript, jQuery, PHP"
2013,"C, C++"
2013,"Java, JavaScript, jQuery, Node.js"
2013,"C#, JavaScript, SQL"
2013,
2013,Java
2013,"C, Python"
2013,"C, C++, Ruby"
2013,"C#, Java"
2013,Perl
2013,"C#, JavaScript, jQuery, SQL"
2013,C
2013,
2013,Java
2013,"C#, Java, JavaScript, jQuery, Node.js, PHP, Python, Ruby, SQL, Scala"
2013,"SQL, Perl, Excel VBA"
2013,
2013,
2013,"SQL, Structured Query Reporting (a semi-proprietary PeopleSoft language)"
2013,"C#, JavaScript, jQuery, Node.js"
2013,"JavaScript, jQuery, Ruby, Scala"
2013,"C, C++, Python"
2013,"Java, jQuery, SQL, scala"
2013,"C, Java, JavaScript, jQuery, PHP, Python, SQL"
2013,
2013,
2013,"C, C++, C#, Java, JavaScript, jQuery, PHP, Python, SQL"
2013,"C, C++, JavaScript, Objective-C"
2013,
2013,"jQuery, PHP, SQL, ASP.NET"
2013,Java
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP"
2013,"JavaScript, jQuery, PHP, Ruby"
2013,
2013,"JavaScript, jQuery, Node.js, PHP"
2013,"C, C#, Java"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"C, Java, Python, SQL"
2013,"Java, JavaScript, PHP"
2013,"C#, SQL"
2013,"C#, Java, Python"
2013,"C, C++"
2013,"JavaScript, PHP, Python, SQL, Erlang"
2013,"C#, JavaScript, SQL"
2013,"C++, C#, Java, JavaScript, PHP"
2013,"C, C++, Java"
2013,"JavaScript, jQuery"
2013,"PHP, Python, SQL"
2013,"C, C++, Java, JavaScript, jQuery, Objective-C, PHP, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery"
2013,SQL
2013,
2013,"Java, JavaScript, Dojo"
2013,"C++, C#, JavaScript, jQuery, Node.js, SQL"
2013,"C, Matlab, FORTRAN"
2013,"C, C++, Java, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, Python, SQL"
2013,"C++, PHP, SQL"
2013,"JavaScript, PHP, Python, SQL"
2013,"C#, JavaScript, SQL"
2013,"C++, JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,Java
2013,"C#, JavaScript, SQL"
2013,JavaScript
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C#, Java, JavaScript, Objective-C, PHP, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"C++, C#, JavaScript, jQuery, Python, SQL"
2013,"C, C++, C#, Java, PHP, SQL"
2013,
2013,"C++, JavaScript, jQuery, PHP, SQL"
2013,"C, Python, Fortran90"
2013,
2013,
2013,"Java, Groovy"
2013,"JavaScript, jQuery, Ruby, SQL"
2013,
2013,"C, C++, C#, PHP, SQL"
2013,C#
2013,
2013,
2013,"JavaScript, jQuery, Python, Salesforce Apex"
2013,"Java, Clojure"
2013,
2013,"C++, C#, Java, JavaScript, jQuery, Node.js, PHP, SQL"
2013,
2013,"C#, JavaScript, PHP"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,C#
2013,Java
2013,
2013,"jQuery, PHP, SQL"
2013,"C++, Java"
2013,"Java, Python, SQL"
2013,"C, C#, Java, JavaScript, Objective-C, Python, Ruby, SQL, Scala"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"Java, Python, Ruby"
2013,"C++, JavaScript, jQuery, Ruby"
2013,"Java, SQL, Scala, Groovy"
2013,"C#, Java, Ruby"
2013,"Java, JavaScript, jQuery, Node.js, PHP, Python, SQL, erlang"
2013,"C, C#"
2013,
2013,"C#, JavaScript, jQuery, SQL, Delphi"
2013,
2013,
2013,"JavaScript, jQuery, PHP"
2013,"C, Java"
2013,"C++, C#"
2013,"C#, JavaScript, jQuery, Python, SQL"
2013,"C, JavaScript, jQuery, PHP, Python, Ruby, SQL"
2013,
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,"C#, JavaScript, jQuery, SQL, VBA, HTML5, CSS3"
2013,
2013,"C, Java"
2013,"Java, JavaScript, jQuery, Ruby, SQL, Scala, Haskell"
2013,"Java, JavaScript, jQuery, SQL, scala, coffeescript, less, neo4j, mongodb"
2013,"C++, C#, JavaScript, jQuery, PHP, SQL, Lua"
2013,"C#, JavaScript, jQuery, PHP, Ruby, SQL, vb, RealBasic"
2013,"Java, Objective-C, PHP"
2013,"C#, SQL"
2013,"C++, Objective-C, SQL"
2013,"C++, PHP"
2013,"C, Java"
2013,
2013,C#
2013,
2013,C++
2013,"JavaScript, jQuery, Python"
2013,C#
2013,"C, C++, Objective-C"
2013,"C#, Java, JavaScript, jQuery, Node.js, PHP, Ruby, SQL"
2013,"Java, JavaScript"
2013,"C#, JavaScript, PHP, SQL, Delphi"
2013,"C, C++, C#, Java, JavaScript, jQuery, Objective-C, PHP, Python, SQL"
2013,"Python, SQL, R"
2013,"C++, Java, JavaScript, PHP, SQL, flex"
2013,"C, Python"
2013,"C#, SQL"
2013,"C, C#, Java, SQL"
2013,"Java, jQuery, Python, Ruby, SQL, groovy/grails"
2013,"C, C#, JavaScript, jQuery, SQL"
2013,"JavaScript, Python, Perl"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C, C++, Java, Python, SQL"
2013,"C++, C#, JavaScript"
2013,"Java, JavaScript, Objective-C"
2013,"JavaScript, jQuery, Node.js, Objective-C, Python"
2013,Python
2013,"Java, JavaScript, jQuery, PHP, Python, HTML/CSS"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,C#
2013,
2013,"C, C++, Ruby"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"C, Java, scala, labview"
2013,"C, Java, Python"
2013,"Java, JavaScript, jQuery, SQL, Groovy/Grails"
2013,"C++, JavaScript, PHP, Ruby, Perl, Haskell"
2013,
2013,"C++, PHP"
2013,"PHP, SQL, HTML"
2013,"Java, JavaScript, SQL"
2013,
2013,"C, JavaScript, PHP"
2013,"Java, JavaScript, jQuery, CouchDB"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, Java, PHP, SQL"
2013,
2013,
2013,"C, C#, JavaScript, jQuery, Python"
2013,"Python, SQL"
2013,"Python, Fortran"
2013,"C#, JavaScript, jQuery, Node.js, Python, SQL"
2013,
2013,"JavaScript, jQuery"
2013,"C, C++, Java, Objective-C, Python"
2013,"C, Java, JavaScript, Python, SQL"
2013,
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C++, Java"
2013,"Java, SQL"
2013,"JavaScript, PHP"
2013,"C#, Java, Objective-C, SQL"
2013,
2013,"JavaScript, SQL, vb.net"
2013,"Java, JavaScript"
2013,"C#, SQL"
2013,
2013,"Java, JavaScript, jQuery, Python, Ruby, SQL, Perl, Python"
2013,"C, C#"
2013,"Java, JavaScript, Flex"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,
2013,"C#, Visual Basic .NET"
2013,"Java, JavaScript, jQuery, PHP"
2013,"jQuery, PHP, SQL"
2013,"jQuery, PHP, Ruby, SQL"
2013,
2013,"C, C++, Java, PHP, Python"
2013,"JavaScript, jQuery, PHP, Delphi"
2013,"C, C#, Java, JavaScript, jQuery, SQL"
2013,"C, C++, C#, JavaScript, PHP, SQL"
2013,"C, Java, JavaScript, PHP, Python, Ruby"
2013,"C, C#, Java"
2013,"C, Java"
2013,"Java, SQL, GWT"
2013,"C#, JavaScript, jQuery, Objective-C, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"Java, Python, scala, groovy"
2013,C
2013,"Java, Ruby"
2013,"jQuery, PHP, Python, Ruby, R"
2013,"C, C++, JavaScript, Node.js, Python, Common Lisp"
