Year,Which languages are you proficient in?,What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,What types of purchases are you involved in?,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",What type of project are you developing?,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
2011,"JavaScript, C#",Middle East,,25-29,41435,Other,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,Recommender,Software,"<$10,000, $10,001 - $25,000, $25,001 - $40,000, $41,000 - $75,000, $75,001 - $100,000, $100,001 - $150,000, >$150,000, Don't know",Enterprise,Windows Vista,It pays the bills,,,,Stack Overflow
2011,"Java, Python, Ruby, SQL",Other Europe,,30-34,11,Software Products,Mid Sized (100-999),Desktop Application Developer,Once in a blue moon,No Involvement,,,Enterprise,Linux,I enjoy going to work,,Other Smart Phone,$251-$500,Stack Overflow
2011,"Java, Python, C++",United States of America,New Jersey,35-39,11,Software Products,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,"Influencer, Recommender",Software,Don't know,Other,Windows XP,It pays the bills,"$120,000 - $140,000","Android, HDTV, Wii",$251-$500,Stack Overflow
2011,"PHP, SQL, VBA",United States of America,New Jersey,40-50,11,Consulting,"Other (not working, consultant, etc.)",Other,Unless it's stoopid it gets done,Recommender,"Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants",Don't know,Other,Windows XP,I enjoy going to work,"$20,000 - $40,000",Regular Mobile Phone,$251-$500,Super User
2011,"Java, JavaScript, Python",United States of America,California,20-24,41310,Software Products,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,No Involvement,,,Web Platform,Windows 7,I enjoy going to work,"$40,000 - $60,000","Android, HDTV",$251-$500,Stack Overflow
2011,"Java, Python, SQL",Other Europe,,35-39,11,Software Products,Mid Sized (100-999),Server Programmer,Unless it's stoopid it gets done,No Involvement,,,SaaS,Windows 7,I enjoy going to work,"$80,000 - $100,000",iPhone,$100-$250,Stack Overflow
2011,"C#, C++",Russia,,25-29,41435,Software Products,Mid Sized (100-999),Manager of Developers or Team Leader,It's been known to happen,"Influencer, Recommender",Software,Don't know,Enterprise,Windows 7,I enjoy going to work,"$40,000 - $60,000","Other Smart Phone, Other netbook",$251-$500,Stack Overflow
2011,"Java, Python, SQL, C#, C++, C, Assembly, VB",Australia,,20-24,11,Education,Student,Other,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Software",Don't know,Other,Windows 7,I enjoy going to work,"<$20,000","Regular Mobile Phone, HTPC, Laptop","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Python, C#, C",United States of America,Alaska,< 20,41435,Software Products,Start Up (1-25),Web Application Developer,It's been known to happen,Recommender,Software,Don't know,SaaS,Mac OS X,I enjoy going to work,,iPod touch,,Stack Overflow
2011,"C#, C++",United States of America,Washington,25-29,41435,Software Products,"Fortune 1000 (1,000+)",Other,It's been known to happen,No Involvement,,,Other,Windows 7,So happy it hurts,"$120,000 - $140,000","iPhone, Other Smart Phone, Other netbook, Wii","$501-$1,000",Stack Overflow
2011,"C++, C, Perl",United States of America,Kentucky,20-24,41310,Other,Student,Student,It's been known to happen,"Influencer, Recommender","Hardware, Servers, User Equipment: Monitors, PCs, Laptops, Other","$10,001 - $25,000",Other,Linux,I enjoy going to work,Student / Unemployed,Other netbook,"$501-$1,000",Stack Overflow
2011,"Java, Python, C#, C++, C",Australia,,20-24,41310,Manufacturing,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,Recommender,"Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Enterprise,Windows XP,I enjoy going to work,"$40,000 - $60,000","iPhone, iPad","$1,001-$2,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#",United States of America,Georgia,25-29,41435,Retail,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, I'm a Seller","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","$41,000 - $75,000",Enterprise,Windows 7,It pays the bills,"$80,000 - $100,000","iPhone, Kindle, Blu-Ray, HDTV, AppleTV, iPad, Wii",">$3,000",Stack Overflow
2011,None,United States of America,California,25-29,41310,Consulting,Start Up (1-25),IT Staff / System Administrator,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","$100,001 - $150,000",Other,Windows 7,So happy it hurts,"$60,000 - $80,000","iPhone, Android, HDTV, AppleTV","$1,001-$2,000",Server Fault
2011,"Java, Ruby, SQL, groovy",United States of America,Minnesota,35-39,11,Healthcare,Start Up (1-25),Manager of Developers or Team Leader,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other",">$150,000",Other,Mac OS X,I enjoy going to work,">$140,000","iPhone, Android, Blu-Ray, HDTV, AppleTV, iPad, Xbox, Wii",">$3,000",Stack Overflow
2011,"Java, C#",United States of America,Massachusetts,25-29,41310,Web Services,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,Influencer,Software,Don't know,Web Platform,Windows 7,I enjoy going to work,"$60,000 - $80,000","Android, Wii",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, C#",Canada,,< 20,<2,Web Services,Student,Student,,No Involvement,,,Web Platform,Windows XP,I enjoy going to work,Student / Unemployed,,$100-$250,Stack Overflow
2011,"Java, C",India,,30-34,41435,Software Products,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,No Involvement,,,Other,Windows XP,I enjoy going to work,"$20,000 - $40,000","Android, Kindle, Other netbook",$251-$500,Stack Overflow
2011,"Java, CSS, PHP",United States of America,New York,20-24,41310,Foundation / Non-Profit,Start Up (1-25),Web Application Developer,I run this place,Recommender,Servers,"<$10,000",Web Platform,Mac OS X,I enjoy going to work,"<$20,000",,<$100,Stack Overflow
2011,"C++, C",Other Asia,,20-24,41435,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,I run this place,No Involvement,,,Enterprise,Windows XP,I'm not happy in my job,Student / Unemployed,Regular Mobile Phone,<$100,None
2011,SQL,United States of America,Minnesota,40-50,11,Fice / Banking,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,Influencer,Software,">$150,000",Enterprise,Windows XP,It pays the bills,"$80,000 - $100,000","Regular Mobile Phone, Kindle, Axim","$501-$1,000",Stack Overflow
2011,"JavaScript, SQL, C#, C++",Australasia,,30-34,41435,Other,Mid Sized (100-999),Web Application Developer,It's been known to happen,"Recommender, No Involvement",Software,Don't know,Other,Windows 7,It pays the bills,"$60,000 - $80,000",Kindle,$100-$250,Stack Overflow
2011,"Java, JavaScript, CSS, SQL, C#, C++, C",Australia,,30-34,41435,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Software, User Equipment: Monitors, PCs, Laptops",Don't know,SaaS,Windows 7,I enjoy going to work,"$60,000 - $80,000","iPhone, HDTV, iPad, PS3",">$3,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#",United States of America,California,20-24,<2,Web Services,Start Up (1-25),Web Application Developer,I run this place,No Involvement,,,Web Platform,Windows 7,So happy it hurts,"<$20,000",iPhone,">$3,000",Stack Overflow
2011,"JavaScript, CSS, Python, Ruby, SQL",United States of America,Minnesota,25-29,41435,Software Products,Start Up (1-25),Web Application Developer,I run this place,"Influencer, Recommender, Purchaser",Software,"$10,001 - $25,000",Enterprise,Linux,I enjoy going to work,"$80,000 - $100,000","Kindle, AppleTV, Xbox, Other gaming system","$2,001-$3,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Ruby, SQL, C#, C++, C",United States of America,Virginia,30-34,11,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Purchaser, Check Writer, I'm a Seller","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","<$10,000",SaaS,Mac OS X,So happy it hurts,"<$20,000","iPhone, Blu-Ray, HDTV, iPad, Xbox","$1,001-$2,000",Stack Overflow
2011,"Java, C++, C",Other Europe,,25-29,11,Education,Student,Student,It's been known to happen,"Influencer, Recommender","User Equipment: Monitors, PCs, Laptops",Don't know,Other,Windows 7,I enjoy going to work,"$20,000 - $40,000","iPhone, Other Smart Phone, Regular Mobile Phone","$501-$1,000",Stack Overflow
2011,"JavaScript, PHP",United States of America,Washington,30-34,11,Education,Mid Sized (100-999),IT Staff / System Administrator,Unless it's stoopid it gets done,"Influencer, Recommender","Servers, Software",Don't know,Other,Windows 7,I enjoy going to work,"$60,000 - $80,000","HDTV, iPad, Xbox, Wii",">$3,000",Server Fault
2011,"Java, JavaScript, CSS, SQL, C#",Central America,,25-29,41310,Fice / Banking,Mid Sized (100-999),Web Application Developer,It's been known to happen,Recommender,Software,"$25,001 - $40,000",Enterprise,Linux,I enjoy going to work,"<$20,000","iPhone, Regular Mobile Phone","$501-$1,000",Stack Overflow
2011,"JavaScript, CSS, PHP, SQL",United States of America,North Carolina,25-29,41435,Web Services,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,Software,"$25,001 - $40,000",Web Platform,Mac OS X,I enjoy going to work,"$60,000 - $80,000","iPhone, HDTV","$1,001-$2,000",Stack Overflow
2011,Python,United States of America,Tennessee,< 20,<2,Other,Student,Student,,No Involvement,,,Web Platform,Mac OS X,It pays the bills,Student / Unemployed,Kindle,$100-$250,None
2011,"Java, CSS, PHP, SQL",United States of America,Georgia,25-29,41310,Software Products,"Fortune 1000 (1,000+)",IT Staff / System Administrator,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","$41,000 - $75,000",Web Platform,Linux,I enjoy going to work,"$20,000 - $40,000","Android, Wii",,Stack Overflow
2011,"SQL, C#",United States of America,California,25-29,41435,Healthcare,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender",Software,Don't know,SaaS,Windows 7,I enjoy going to work,"$100,000 - $120,000","Other Smart Phone, HDTV","$2,001-$3,000",Stack Overflow
2011,"Java, JavaScript, CSS, Python, SQL, C++, C, Perl, OCaml",United States of America,Minnesota,25-29,11,Education,Student,Student,It's been known to happen,"Influencer, Recommender","Hardware, Servers, User Equipment: Monitors, PCs, Laptops","<$10,000",SaaS,Linux,I enjoy going to work,"$20,000 - $40,000","HDTV, Wii, ThinkPad",$100-$250,Stack Overflow
2011,,United States of America,Rhode Island,35-39,11,Fice / Banking,"Fortune 1000 (1,000+)",Systems Analyst,It's been known to happen,"Influencer, Recommender, Purchaser",Software,Don't know,,,,,,,
2011,Python,Australia,,30-34,11,Software Products,Mature Small Business (25-100),Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","$10,001 - $25,000",Enterprise,Windows 7,So happy it hurts,"$60,000 - $80,000",iPhone,$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, SQL, C, Objective-C",South America,,30-34,41435,Other,Start Up (1-25),Web Application Developer,It's been known to happen,"Influencer, Recommender, Approver",Software,"$25,001 - $40,000",Mobile,Windows XP,I enjoy going to work,"$40,000 - $60,000","Android, Wii, Other gaming system","$501-$1,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#, C++",United States of America,New York,20-24,11,Software Products,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,No Involvement,,,Other,Windows 7,It pays the bills,"$100,000 - $120,000","Other Smart Phone, Blu-Ray, HDTV, Other netbook, Xbox","$2,001-$3,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#, Perl",United States of America,Washington,25-29,41435,Software Products,Mature Small Business (25-100),Other,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants",Don't know,Enterprise,Windows 7,It pays the bills,"$20,000 - $40,000","Android, HDTV, Other netbook, Xbox, Wii",$100-$250,Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#, VB.NET",Canada,,20-24,41435,Other,Mid Sized (100-999),IT Staff / System Administrator,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other",">$150,000",Enterprise,Windows 7,I enjoy going to work,"$60,000 - $80,000","Blackberry, HDTV, PS3","$1,001-$2,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#",United States of America,Texas,30-34,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Purchaser",Software,"<$10,000",Web Platform,Windows 7,It pays the bills,"$80,000 - $100,000","iPhone, HDTV, iPad, Xbox, Wii",">$3,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#",Australasia,,25-29,41310,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Software, Consultants","$25,001 - $40,000",Enterprise,Windows 7,I enjoy going to work,"$40,000 - $60,000","iPhone, Other Smart Phone, Xbox",">$3,000",Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#, C++, C",Other Europe,,30-34,11,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Software",Don't know,Other,Windows 7,I enjoy going to work,"$40,000 - $60,000","Regular Mobile Phone, Kindle, HDTV, Wii",$251-$500,Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#",United States of America,California,25-29,11,Gaming,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,"Influencer, Recommender",Software,Don't know,Web Platform,Windows 7,So happy it hurts,"$60,000 - $80,000","iPhone, Blackberry, Blu-Ray, HDTV, AppleTV, iPad, Other netbook, Xbox, Wii, Other gaming system",">$3,000",Stack Overflow
2011,"SQL, C#",United States of America,Virginia,25-29,41435,Web Services,Mid Sized (100-999),Web Application Developer,It's been known to happen,Recommender,"Software, User Equipment: Monitors, PCs, Laptops","$10,001 - $25,000",Web Platform,Windows 7,So happy it hurts,"$80,000 - $100,000","Xbox, Wii","$501-$1,000",Stack Overflow
2011,"Python, Perl",United Kingdom,,25-29,41310,Web Services,"Fortune 1000 (1,000+)",IT Staff / System Administrator,Not in a million years,No Involvement,,,Other,Linux,So happy it hurts,"$100,000 - $120,000","iPhone, Android, Kindle, HDTV, iPad, Other netbook, Xbox, Wii",">$3,000",Server Fault
2011,"Java, PHP, Python, SQL, C#, C++, C",South America,,35-39,41435,Software Products,Mature Small Business (25-100),Desktop Application Developer,Once in a blue moon,Recommender,"Software, User Equipment: Monitors, PCs, Laptops",Don't know,Enterprise,Windows XP,FML,"<$20,000","Other Smart Phone, HDTV, PS3, McMini","$501-$1,000",Stack Overflow
2011,"SQL, C#",United States of America,Ohio,35-39,11,Consulting,Mature Small Business (25-100),Systems Analyst,Unless it's stoopid it gets done,"Influencer, Recommender, Approver","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants",Don't know,Enterprise,Windows XP,It pays the bills,"$80,000 - $100,000","Android, Kindle, Blu-Ray, HDTV, Xbox",">$3,000",Programmers Stack Exchange
2011,"JavaScript, CSS, PHP",Australia,,35-39,11,Retail,Mature Small Business (25-100),IT Staff / System Administrator,It's been known to happen,Influencer,"Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Web Platform,Windows 7,It pays the bills,"$40,000 - $60,000","iPhone, Other gaming system",$251-$500,Stack Overflow
2011,"JavaScript, CSS, PHP, Python, SQL, C++, C",Canada,,20-24,41310,Gaming,Start Up (1-25),Server Programmer,It's been known to happen,Influencer,"Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Mobile,Linux,I enjoy going to work,"$60,000 - $80,000",Android,<$100,Stack Overflow
2011,"SQL, C#, VB.NET, VB6",Canada,,25-29,41310,Education,Mature Small Business (25-100),Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Software, User Equipment: Monitors, PCs, Laptops",Don't know,Enterprise,Windows 7,I enjoy going to work,,Regular Mobile Phone,,Meta Stack Overflow
2011,C#,Other Asia,,25-29,41435,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,"Recommender, Approver, Check Writer","Software, Other",Don't know,Enterprise,Windows 7,I enjoy going to work,"$20,000 - $40,000",iPhone,$100-$250,Stack Overflow
2011,"Java, PHP, SQL, C#",United States of America,North Carolina,30-34,41435,Healthcare,Mature Small Business (25-100),IT Manager,It's been known to happen,No Involvement,,,Enterprise,Windows XP,I enjoy going to work,"$60,000 - $80,000",Regular Mobile Phone,$100-$250,Stack Overflow
2011,"C++, C, Perl",United States of America,California,35-39,11,Other,Mature Small Business (25-100),Embedded Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Purchaser","Hardware, Software, User Equipment: Monitors, PCs, Laptops, Consultants","$10,001 - $25,000",Other,Windows 7,I enjoy going to work,"$120,000 - $140,000","iPhone, Kindle, HDTV, Wii",$251-$500,Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#",Canada,,30-34,11,Software Products,Mature Small Business (25-100),Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","$100,001 - $150,000",Mobile,Windows 7,So happy it hurts,"$80,000 - $100,000","Blackberry, Other Smart Phone, Kindle, Blu-Ray, HDTV, PS3, Wii, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#",United Kingdom,,30-34,11,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Approver,"Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Other","<$10,000",Enterprise,Windows 7,It pays the bills,"$40,000 - $60,000","Other Smart Phone, Blu-Ray, HDTV, Other netbook, PS3, Wii",$251-$500,Stack Overflow
2011,,Other Asia,,25-29,<2,Other,,,,,,,,,,,,,
2011,"C++, C",Other Asia,,35-39,11,Software Products,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,It's been known to happen,Influencer,"Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","$41,000 - $75,000",Enterprise,Windows XP,It pays the bills,"$60,000 - $80,000","Android, Blackberry, Other Smart Phone, Blu-Ray, HDTV","$501-$1,000",Stack Overflow
2011,"Java, SQL, C++, C, LabVIEW, VB.NET",United States of America,Maryland,40-50,11,Manufacturing,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,"Influencer, Recommender, Approver, Purchaser","Hardware, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Other,Windows XP,It pays the bills,"$100,000 - $120,000","Android, HDTV, iPad, Wii","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, PHP, SQL, C#, C, Perl, Delphi",United States of America,Michigan,30-34,41435,Healthcare,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Software, Consultants",Don't know,Enterprise,Windows XP,It pays the bills,"$100,000 - $120,000","Regular Mobile Phone, HDTV, Wii","$1,001-$2,000",Stack Overflow
2011,"Python, Ruby, C#, C++, C",United States of America,Texas,< 20,41310,Education,Student,Student,It's been known to happen,Influencer,Software,"<$10,000",Other,Windows 7,It pays the bills,Student / Unemployed,"Regular Mobile Phone, HDTV, Other gaming system",$100-$250,Stack Overflow
2011,"CSS, PHP, SQL",United States of America,Florida,35-39,41435,Web Services,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Enterprise,Mac OS X,I enjoy going to work,"$80,000 - $100,000",Android,<$100,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL, C++, UniQuery, UniBasic",Australia,,25-29,41310,Fice / Banking,Mid Sized (100-999),Systems Analyst,Unless it's stoopid it gets done,"Influencer, Recommender",Software,">$150,000",Enterprise,Windows 7,It pays the bills,"$60,000 - $80,000","Android, Other Smart Phone","$501-$1,000",Stack Overflow
2011,"Java, JavaScript, CSS, Python, SQL",Australia,,25-29,11,Consulting,Mature Small Business (25-100),Other,Unless it's stoopid it gets done,"Influencer, Recommender, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","$10,001 - $25,000",Web Platform,Windows XP,It pays the bills,"$60,000 - $80,000","Regular Mobile Phone, HDTV, Wii, Other gaming system","$2,001-$3,000",Stack Overflow
2011,C#,Australia,,25-29,41435,Software Products,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,No Involvement,,,Web Platform,Windows 7,I enjoy going to work,">$140,000",Android,"$1,001-$2,000",Stack Overflow
2011,"PHP, Ruby",United States of America,Maine,20-24,41310,Education,Student,Student,It's been known to happen,Influencer,"Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Web Platform,Mac OS X,I enjoy going to work,Student / Unemployed,"iPhone, Other Smart Phone, HDTV, iPad, Other netbook, Other gaming system","$501-$1,000",Stack Overflow
2011,"CSS, PHP, Python, SQL, C++, C, MATLAb",United States of America,Massachusetts,25-29,11,Other,Student,Student,Unless it's stoopid it gets done,"Recommender, Approver, Purchaser, Check Writer","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Other","<$10,000",Other,Windows XP,I enjoy going to work,"$20,000 - $40,000",iPod,<$100,Stack Overflow
2011,"SQL, C#, C++, C",United States of America,California,20-24,11,Education,Student,Student,Unless it's stoopid it gets done,No Involvement,,,Other,Windows 7,I enjoy going to work,Student / Unemployed,iPhone,">$3,000",Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#",United Kingdom,,25-29,41435,Web Services,Mature Small Business (25-100),Web Application Developer,It's been known to happen,No Involvement,,,Enterprise,Windows 7,It pays the bills,"$40,000 - $60,000","Android, Xbox, Wii","$501-$1,000",Stack Overflow
2011,"Java, JavaScript, CSS, Ruby, SQL",Other Asia,,40-50,11,Software Products,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,"Recommender, Approver, Purchaser, Check Writer","Hardware, Servers, Software","<$10,000",Web Platform,Linux,I enjoy going to work,"$120,000 - $140,000","Android, HDTV","$2,001-$3,000",Stack Overflow
2011,"JavaScript, CSS, PHP, Python, SQL, C, Perl",United States of America,Illinois,30-34,11,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,No Involvement,,,Web Platform,Linux,I enjoy going to work,"$40,000 - $60,000","Regular Mobile Phone, Kindle, HDTV, Other netbook, PS3, Xbox","$2,001-$3,000",Stack Overflow
2011,"Python, Prolog",Australia,,25-29,41310,Other,"Other (not working, consultant, etc.)",Desktop Application Developer,It's been known to happen,No Involvement,,,Enterprise,Linux,I enjoy going to work,"$60,000 - $80,000","Android, Other netbook","$501-$1,000",Stack Overflow
2011,"Java, JavaScript, CSS, SQL, C#, C, Perl, vb",Canada,,40-50,11,Consulting,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software",Don't know,Enterprise,Linux,It pays the bills,"$80,000 - $100,000","Regular Mobile Phone, HDTV, PS3, Wii, ipod touch",">$3,000",Stack Overflow
2011,"Ruby, SQL, C, Perl",United States of America,New York,30-34,11,Other,"Fortune 1000 (1,000+)","Executive (VP of Eng, CTO, CIO, etc.)",I run this place,"Influencer, Recommender, Approver, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants",">$150,000",Enterprise,Mac OS X,It pays the bills,"$120,000 - $140,000","iPhone, Android","$501-$1,000",Other
2011,"SQL, PL/SQL",Australia,,35-39,11,Consulting,"Other (not working, consultant, etc.)",Desktop Application Developer,It's been known to happen,Recommender,"Software, Consultants",Don't know,Enterprise,Windows XP,I enjoy going to work,"$100,000 - $120,000",Android,"$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Python, SQL, C++, C",Canada,,25-29,41435,Software Products,"Other (not working, consultant, etc.)",Other,,No Involvement,,,Other,Windows 7,I'm not happy in my job,Student / Unemployed,"Android, Blu-Ray",$251-$500,Stack Overflow
2011,"Python, SQL, C++",Australia,,40-50,11,Other,Start Up (1-25),Server Programmer,I run this place,"Recommender, Approver, Purchaser, Check Writer","Software, Consultants, Other","<$10,000",Other,Windows Vista,So happy it hurts,,iPhone,"$501-$1,000",Stack Overflow
2011,"JavaScript, CSS, Python, SQL, C#, C++, ActionScript",Canada,,30-34,11,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Enterprise,Windows 7,I enjoy going to work,"$80,000 - $100,000","iPhone, Blackberry, Regular Mobile Phone, HDTV, Wii, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Ruby",Other Europe,,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,"Influencer, Recommender, Approver","Software, User Equipment: Monitors, PCs, Laptops","<$10,000, $10,001 - $25,000",Web Platform,Linux,I enjoy going to work,"<$20,000","Android, Kindle",">$3,000",Stack Overflow
2011,"Java, Python, SQL, C++, C, FORTRAN",United States of America,California,40-50,11,Manufacturing,"Fortune 1000 (1,000+)",Embedded Application Developer,Unless it's stoopid it gets done,Influencer,"Hardware, Software",">$150,000",Other,Windows XP,It pays the bills,"$120,000 - $140,000","Android, HDTV, Xbox",$251-$500,Stack Overflow
2011,"JavaScript, CSS, PHP, Python, SQL",United States of America,California,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Purchaser, Check Writer","Hardware, Servers, Software, Consultants","$10,001 - $25,000",SaaS,Windows XP,I enjoy going to work,"$60,000 - $80,000","iPhone, Android, HDTV, Other netbook, Wii, HTPC",">$3,000",Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, Delphi",Other Europe,,20-24,41435,Software Products,"Other (not working, consultant, etc.)",Desktop Application Developer,I run this place,No Involvement,,,Enterprise,Windows 7,So happy it hurts,"$20,000 - $40,000","Android, HDTV","$1,001-$2,000",Stack Overflow
2011,"JavaScript, CSS, Python, C, Perl, Objective C",United States of America,Pennsylvania,35-39,11,Education,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,No Involvement,,,Enterprise,Mac OS X,It pays the bills,"$20,000 - $40,000","Other Smart Phone, Blu-Ray, Other netbook, Wii, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"Python, SQL, C, Perl",United States of America,Massachusetts,30-34,11,Other,"Fortune 1000 (1,000+)",Other,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","<$10,000, $10,001 - $25,000, $25,001 - $40,000, $41,000 - $75,000, $75,001 - $100,000, $100,001 - $150,000, >$150,000, Don't know",Other,Mac OS X,It pays the bills,"$120,000 - $140,000","Regular Mobile Phone, HDTV","$2,001-$3,000",Other
2011,"JavaScript, CSS, SQL, C#, C",Australia,,35-39,11,Other,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,Unless it's stoopid it gets done,Influencer,Software,"$41,000 - $75,000",Web Platform,Windows 7,I enjoy going to work,"$120,000 - $140,000","Regular Mobile Phone, iPad","$1,001-$2,000",Stack Overflow
