Year,Which languages are you proficient in?
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, C++, HTML5"
2012,"JavaScript, CSS, PHP, Ruby, SQL, HTML5"
2012,C#
2012,"JavaScript, PHP, Ruby, C#"
2012,
2012,"JavaScript, CSS, PHP, Objective-C, Ruby, SQL, C++, C, HTML5"
2012,"Java, JavaScript, CSS"
2012,"Java, JavaScript, CSS, PHP, SQL"
2012,
2012,"JavaScript, CSS, PHP, Python, SQL, C#, Perl"
2012,"Java, Python"
2012,"JavaScript, CSS, PHP, Python, Objective-C, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, Python, Ruby, SQL, C++, C, Perl, HTML5"
2012,"C#, C++"
2012,"Java, CSS, SQL, C"
2012,"JavaScript, C#, C++, HTML5"
2012,"Java, Python, Objective-C, C++, C"
2012,"PHP, Objective-C"
2012,"Java, PHP, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"CSS, Python"
2012,"Python, Perl"
2012,
2012,"JavaScript, PHP, Actionscript"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, C++, HTML5"
2012,"PHP, SQL, C#"
2012,"JavaScript, CSS, PHP, HTML5"
2012,"Java, C#"
2012,
2012,"JavaScript, CSS, SQL"
2012,Java
2012,
2012,
2012,"JavaScript, CSS, PHP, Python, SQL, C#, HTML5"
2012,
2012,"SQL, C++, C"
2012,Java
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C++, C, Perl, HTML5"
2012,
2012,C#
2012,"Java, JavaScript"
2012,"SQL, C#, vb.net"
2012,Java
2012,
2012,"JavaScript, C#"
2012,"JavaScript, CSS, Python, Objective-C, C, HTML5"
2012,
2012,"Java, JavaScript, CSS, C++, C"
2012,"Java, JavaScript, CSS, Objective-C, SQL, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C++, C, HTML5"
2012,"Java, JavaScript, PHP, SQL, C#, C++, C, HTML5"
2012,"Python, C"
2012,"Java, SQL, C#, ActionScript"
2012,"Java, SQL, PL/SQL"
2012,"Java, SQL, C"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C++, C, HTML5"
2012,"CSS, PHP, SQL, HTML5, R"
2012,"Java, CSS, SQL, HTML5"
2012,"Java, JavaScript, CSS, Python, HTML5"
2012,
2012,"JavaScript, CSS, SQL, C#"
2012,"JavaScript, CSS, PHP, Objective-C, HTML5"
2012,
2012,"C#, F#"
2012,"Java, JavaScript, CSS, SQL"
2012,
2012,"Java, CSS, PHP, Python, Objective-C, Ruby, SQL, C++, C"
2012,"Java, JavaScript, PHP, C"
2012,
2012,Java
2012,"CSS, SQL, C#, C, VB.NET"
2012,
2012,"PHP, SQL"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C++, C, HTML5"
2012,"Java, SQL"
2012,"Java, JavaScript, CSS, Objective-C, Ruby, SQL, C#, C++, C, HTML5"
2012,"Java, Python, C++, C, ARM Assembly"
2012,"Java, JavaScript, CSS, C#, HTML5"
2012,"Java, JavaScript, CSS, Objective-C, SQL, HTML5"
2012,"Java, Python, C++, C, Perl"
2012,"Java, JavaScript, SQL"
2012,"Java, CSS, SQL, Unix and Batch scripting"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, Python"
2012,"Java, JavaScript, Perl"
2012,"Java, C++, C, Delphi"
2012,"C++, C"
2012,"CSS, PHP, Python, SQL, C"
2012,"SQL, C#"
2012,"Java, SQL, C, HTML5"
2012,
2012,"Java, Python, SQL, C#"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"JavaScript, CSS, PHP, SQL"
2012,
2012,"Python, Objective-C, C"
2012,"SQL, C#"
2012,
2012,"Java, JavaScript, CSS, SQL"
2012,"Java, JavaScript, CSS, PHP, Objective-C, SQL, C"
2012,"Ruby, SQL"
2012,"Java, C++, C"
2012,"JavaScript, SQL, C#, C++, C"
2012,"Java, Python, HTML5"
2012,C#
2012,
2012,"C#, C++, C"
2012,"JavaScript, CSS, PHP, Python, SQL, C++, C, HTML5"
2012,
2012,"C++, C"
2012,"JavaScript, CSS, SQL, C#"
2012,"JavaScript, SQL, C#"
2012,"Java, SQL"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"SQL, C#"
2012,"PHP, Python, Objective-C, C#, C++"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C, HTML5"
2012,"JavaScript, PHP, SQL, C#, C++"
2012,Objective-C
2012,"Java, JavaScript, Ruby, Perl"
2012,"JavaScript, CSS, PHP, SQL, C++, C, HTML5"
2012,"Python, SQL, C#, C++, Scheme, Ada, VBscript"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C#, C++, Delphi (/pascal); ASP(.NET)"
2012,"Java, C++"
2012,"Java, SQL, C#"
2012,
2012,
2012,"Java, JavaScript, CSS, PHP, Ruby, SQL, Perl"
2012,"JavaScript, CSS, PHP, Objective-C, SQL, C++, HTML5"
2012,"PHP, Ruby, HTML5"
2012,"Java, JavaScript, PHP, C++, HTML5"
2012,"Java, JavaScript, SQL"
2012,Objective-C
2012,
2012,"Java, JavaScript, CSS, PHP, Objective-C, C#"
2012,"Java, JavaScript, CSS, PHP, C++, C"
2012,"SQL, C#"
2012,SQL
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, HTML5"
2012,"JavaScript, CSS, PHP, HTML5"
2012,C++
2012,"Java, Ruby, C"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C#, C++, C, HTML5"
2012,"Java, JavaScript, CSS, Ruby, HTML5, CoffeeScript, Clojure, Haskell"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, SQL, C#, C++"
2012,C#
2012,"Java, SQL"
2012,"Java, JavaScript, Python, C#, C++"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,
2012,"JavaScript, CSS, PHP, C++, C, MATLAB"
2012,"JavaScript, Ruby, HTML5"
2012,"Java, JavaScript, CSS, PHP, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, Ruby"
2012,"Java, SQL, C#, C++, C, HTML5"
2012,
2012,"Python, C++, C, fortran"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C, HTML5"
2012,"JavaScript, CSS, HTML5"
2012,"Java, JavaScript, CSS, Ruby"
2012,
2012,"Java, C"
2012,"Java, C++, C"
2012,PHP
2012,"JavaScript, C#"
2012,Java
2012,
2012,"PHP, Python, C++, C"
2012,"Java, JavaScript, CSS, PHP, Python, Objective-C, SQL, C#, C, HTML5"
2012,"Objective-C, C++, C"
2012,"Java, JavaScript, CSS, Ruby, SQL"
2012,"SQL, C#"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, C++"
2012,
2012,Objective-C
2012,"JavaScript, CSS, PHP, Ruby, SQL, HTML5"
2012,
2012,"JavaScript, CSS, PHP, Python, Objective-C, C#, C++, Perl, HTML5"
2012,"Objective-C, C"
2012,
2012,"JavaScript, SQL, C#"
2012,"SQL, C#"
2012,"Java, Objective-C, SQL, C#"
2012,"Python, Ruby, SQL, C#"
2012,"Objective-C, C++"
2012,"CSS, Python, Objective-C, C++, C"
2012,"JavaScript, C#"
2012,"JavaScript, CSS, PHP, Objective-C, Ruby, SQL, HTML5"
2012,"JavaScript, PHP, Python, Objective-C, SQL, C++, C, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript"
2012,"JavaScript, C, HTML5"
2012,"CSS, PHP, Python, SQL, C++, HTML5"
2012,"Java, JavaScript, SQL"
2012,"JavaScript, CSS, SQL, C#, VB"
2012,
2012,"Java, JavaScript, Python, C#, HTML5"
2012,"SQL, C#"
2012,"Java, SQL, Pl/sql"
2012,C++
2012,"PHP, SQL, C, Perl"
2012,
2012,"Java, JavaScript, CSS, Python, Ruby, SQL, C++, C"
2012,"Python, SQL, C#, C++, C"
2012,"Java, JavaScript, CSS, Python, SQL, C#, C++, C, HTML5"
2012,"JavaScript, CSS, C#, HTML5"
2012,"CSS, Python, Objective-C, Ruby, C"
2012,"Java, JavaScript, CSS, PHP, Python"
2012,"Java, JavaScript, CSS, PHP, HTML5"
2012,"Java, CSS, PHP, Objective-C, SQL, C#"
2012,"Python, HTML5"
2012,"Java, JavaScript, Objective-C, Perl, HTML5"
2012,"JavaScript, SQL, C#"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, C#"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C, HTML5"
2012,"C++, C, Lua, D, x86 assembly"
2012,"Java, C++, C"
2012,"SQL, Pascal, plpgsql"
2012,"Java, JavaScript, CSS, SQL, C#, C++, HTML5"
2012,
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,
2012,"Java, PHP, SQL, C#"
2012,"CSS, PHP, SQL, C#, HTML5"
2012,C#
2012,
2012,ActionScript
2012,"JavaScript, SQL, C#"
2012,C#
2012,"JavaScript, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, SQL, C#"
2012,"Java, JavaScript, CSS, SQL"
2012,
2012,"JavaScript, CSS, PHP, Python, C#, Perl"
2012,"CSS, Ruby, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, HTML5, octave"
2012,"Java, JavaScript, CSS, SQL, C#, C++, C"
2012,"Java, Python, Objective-C, Perl"
2012,"Ruby, C++"
2012,"Java, CSS, PHP, Processing, Max/MSP/Jitter"
2012,
2012,"JavaScript, CSS, Ruby, HTML5"
2012,"Java, JavaScript, CSS, Objective-C, SQL, HTML5"
2012,"Java, Objective-C, SQL, C#"
2012,"Java, JavaScript, CSS, Ruby, HTML5"
2012,"Java, PHP, Python"
2012,"Python, Objective-C, C, Perl, HTML5"
2012,
2012,"JavaScript, CSS, Objective-C, Ruby, SQL, C, HTML5"
2012,"JavaScript, CSS, PHP, SQL"
2012,
2012,"Python, C++, C"
2012,"JavaScript, CSS, PHP, Objective-C, Ruby, SQL, C#, HTML5, Pascal, Delphi"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C"
2012,"JavaScript, CSS, PHP, Python, C#, HTML5, AutoHotkey"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"Java, JavaScript, CSS, Ruby, SQL, C++, C, HTML5"
2012,"Java, JavaScript, C#, C++"
2012,"C#, C++"
2012,"JavaScript, CSS, C++, HTML5"
2012,"JavaScript, C#, C++, Perl"
2012,
2012,"Java, JavaScript, Ruby, SQL, HTML5"
2012,
2012,"JavaScript, CSS, PHP, Ruby, C"
2012,"JavaScript, CSS, Perl, HTML5"
2012,"Objective-C, C"
2012,
2012,"Java, CSS, PHP"
2012,"Java, JavaScript, CSS, SQL, C++, C, HTML5, Smalltalk"
2012,"Java, PHP"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"JavaScript, CSS, Python, HTML5"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, PHP, HTML5"
2012,Java
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"PHP, SQL, Perl, plsql (Oracle)"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C#, C++, C, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C#, HTML5"
2012,C#
2012,
2012,"JavaScript, SQL, C#"
2012,"Java, SQL, C#"
2012,
2012,"Objective-C, C"
2012,"Java, C#, C++"
2012,"Java, C"
2012,
2012,"JavaScript, CSS, Python, HTML5"
2012,
2012,"JavaScript, PHP, C#, C++"
2012,"Objective-C, C++, C"
2012,"JavaScript, CSS, PHP, Python, SQL, Perl, HTML5, SH, XML, pike"
2012,"JavaScript, SQL, C#, HTML5"
2012,"SQL, C#, Perl, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, C#, Perl, HTML5"
2012,
2012,
2012,"JavaScript, SQL, C#"
2012,"SQL, C#, C++"
2012,Java
2012,"Java, CSS, SQL, C#, C++, C, Prolog, powershell"
2012,
2012,
2012,"C#, C++, Matlab"
2012,"JavaScript, Python"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C"
2012,"Java, Objective-C, SQL, C#, C++, C"
2012,"CSS, SQL, C#"
2012,VB
2012,"Java, JavaScript, CSS, PHP, C#, C++, HTML5"
2012,"Java, JavaScript, CSS, Ruby, HTML5"
2012,"Java, JavaScript, CSS, Python, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, Ruby, SQL, C, HTML5, Haskell"
2012,
2012,"JavaScript, CSS, PHP, Python, SQL"
2012,"CSS, Ruby, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"SQL, C#, C++, C"
2012,"Java, JavaScript, CSS, PHP, Python, C, Perl"
2012,Python
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"Objective-C, SQL, C++, Delphi"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,
2012,"Java, JavaScript, CSS, C#, C++"
2012,"CSS, PHP, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, SQL, C, HTML5"
2012,
2012,"JavaScript, CSS, PHP, Objective-C, SQL, Perl, HTML5"
2012,"Objective-C, C#, C++, C, HTML5"
2012,"JavaScript, CSS, PHP, Ruby, SQL, HTML5"
2012,"Java, JavaScript, android"
2012,"JavaScript, CSS, Ruby, HTML5"
2012,"Java, CSS, Python, C++"
2012,
2012,"CSS, Python, SQL, C#, C++, C"
2012,
2012,Java
2012,C++
2012,"Java, JavaScript, CSS, SQL"
2012,"JavaScript, CSS, SQL, C#, C, HTML5"
2012,"CSS, PHP, HTML5"
2012,"JavaScript, CSS, PHP, HTML5"
2012,
2012,"Java, Objective-C, SQL, C#, C++"
2012,
2012,"Java, JavaScript, CSS, PHP, SQL, C++, HTML5"
2012,"SQL, C++, Mathematica"
2012,"Java, SQL, C#"
2012,"JavaScript, CSS, SQL, C#, C++, C, Perl, Powershell"
2012,Java
2012,Objective-C
2012,"JavaScript, CSS, PHP, SQL"
2012,
2012,
2012,"JavaScript, CSS, PHP, Python, Ruby, SQL, C++, HTML5"
2012,
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"JavaScript, CSS, PHP, Objective-C, SQL, C++, C, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C, Perl, HTML5"
2012,"Java, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5, .NET"
2012,"Java, CSS, PHP, Python, SQL, C++, C"
2012,"Java, JavaScript, CSS, Ruby, C#, HTML5, ActionScript"
2012,"C#, VB.net"
2012,
2012,
2012,
2012,"JavaScript, CSS, Objective-C, HTML5"
2012,"Java, JavaScript, CSS, SQL, C#, C++"
2012,Java
2012,Python
2012,"JavaScript, CSS, PHP, Ruby, HTML5"
2012,"Java, Objective-C, Ruby, SQL, C++"
2012,"SQL, C#, F#"
2012,C#
2012,"JavaScript, PHP, SQL"
2012,"Java, JavaScript, Python, actionscript-3,processing,max-msp"
2012,"Java, JavaScript, CSS, PHP, Ruby, HTML5"
2012,
2012,"Ruby, C#"
2012,"Java, JavaScript, CSS, SQL, C#"
2012,C#
2012,"Java, CSS, PHP, SQL, C++, C"
2012,"Java, JavaScript, CSS, C#, C++, C, HTML5"
2012,"C#, C++"
2012,"JavaScript, CSS, C, HTML5"
2012,"Java, CSS, Python, C++, HTML5"
2012,"Java, JavaScript, Python, SQL, C#, C, HTML5"
2012,"Java, PHP, C#, C"
2012,
2012,Objective-C
2012,"Java, C#"
2012,"Java, Python, SQL, C#, HTML5"
2012,
2012,"JavaScript, SQL, C#"
2012,"Java, JavaScript, CSS, Objective-C, Ruby, C++, HTML5"
2012,
2012,"Java, SQL"
2012,"JavaScript, CSS, PHP, Python, C#, C++"
2012,"Java, PHP, Python, SQL, C, Perl"
2012,"JavaScript, CSS, PHP, Ruby, SQL, HTML5"
2012,
2012,"CSS, Ruby, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, C++, C, Perl, HTML5"
2012,"JavaScript, CSS, PHP, C#"
2012,"Java, JavaScript, PHP, C#, C++, C"
2012,"SQL, C#, C++"
2012,
2012,"Java, JavaScript, CSS, Python, HTML5, XSLT"
2012,"JavaScript, CSS, PHP, SQL, C++, C, HTML5"
2012,"Java, Python, Objective-C, SQL, C#, C++, C, Perl"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C, HTML5"
2012,"JavaScript, Python, Objective-C, C"
2012,"JavaScript, Ruby"
2012,"CSS, PHP, SQL"
2012,"JavaScript, CSS, PHP, Objective-C, C++, HTML5"
2012,
2012,"Java, Objective-C, Ruby, SQL"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, CSS, PHP, Objective-C, HTML5, Brainfuck"
2012,"Java, Python, C#, C++, C"
2012,"C++, C, delphi"
2012,"JavaScript, Python, SQL, HTML5"
2012,"JavaScript, SQL, C#, Perl"
2012,"JavaScript, SQL, C#, C++, C, HTML5"
2012,"Java, PHP, C"
2012,Python
2012,"JavaScript, Python, C#, C++, Perl"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Python, C"
2012,"Java, JavaScript, CSS, SQL, C#, HTML5"
2012,"Python, SQL, C++, C, Perl"
2012,"Java, C"
2012,"Python, C"
2012,"JavaScript, CSS, Objective-C, SQL, C#"
2012,"Java, JavaScript, CSS"
2012,"Java, C#"
2012,"Java, CSS, C#, C"
2012,"JavaScript, CSS, HTML5"
2012,
2012,"Python, SQL, C++, C, Perl, Informix 4GL, Clojure"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5, vba, delphi, pascal"
2012,"JavaScript, CSS, C#, HTML5"
2012,
2012,"JavaScript, CSS, PHP, HTML5"
2012,"Java, C#, delphi"
2012,Java
2012,C#
2012,"Java, JavaScript, CSS, Google App Engine"
2012,"Java, JavaScript, CSS, PHP, C#, C++, C, HTML5"
2012,"JavaScript, PHP, SQL, HTML5"
2012,"JavaScript, CSS, C#, HTML5"
2012,"Python, Objective-C, SQL, C"
2012,"Java, PHP, Python, C"
2012,
2012,"JavaScript, CSS, C#, C++, C, HTML5"
2012,"Java, SQL, C#, C"
2012,"JavaScript, CSS, PHP, HTML5"
2012,
2012,
2012,"JavaScript, SQL, C#"
2012,"JavaScript, CSS, Ruby, SQL, HTML5"
2012,C#
2012,"Java, C#, C++"
2012,"SQL, C#"
2012,"JavaScript, CSS, SQL, C#"
2012,Java
2012,"Java, JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"C++, C, Haskell"
2012,"JavaScript, Python, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, Objective-C, SQL, C#, C++, C, Perl, HTML5, js, css, html...?  Those are not ""languages""!  The only people who refer to those as languages are people who arent smart enough to learn a real language."
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, PHP, Objective-C, Ruby, SQL, C#, C++, C"
2012,
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5, Visual Basic .NET."
2012,"Java, JavaScript, PHP, SQL, C#, HTML5"
2012,
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, SQL, Perl, HTML5"
2012,"CSS, PHP, Python, SQL"
2012,c#
2012,"CSS, PHP, Objective-C"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, Python, Ruby"
2012,"JavaScript, CSS, SQL, C#"
2012,"Java, CSS, Python, C++, C"
2012,"JavaScript, CSS, PHP, SQL, C#"
2012,"JavaScript, PHP, HTML5"
2012,"Objective-C, C++, C"
2012,"Objective-C, C++, C"
2012,"Java, JavaScript, CSS, PHP, Objective-C, Ruby, C#, Scala"
2012,
2012,"JavaScript, CSS, PHP, SQL, C#, C++, HTML5"
2012,"SQL, C#"
2012,"Java, JavaScript, CSS, PHP, Python, SQL, C#, C++, C, HTML5"
2012,"Java, JavaScript, CSS, C#, C++, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C++, Perl, HTML5"
2012,"CSS, C#, C++, C, HTML5, VB.NET"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, Python, SQL"
2012,"CSS, PHP, Ruby, SQL, HTML5"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"JavaScript, CSS, Python, SQL, HTML5, python"
2012,"Python, Brainfuck"
2012,C++
2012,"SQL, C#, Delphi"
2012,"Objective-C, C#, C++"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, Objective-C, SQL, C#, C++, C, HTML5"
2012,"Java, JavaScript, CSS, Objective-C, C, Perl, HTML5, Haskell, Common Lisp"
2012,"Java, PHP, C++"
2012,Objective-C
2012,"Java, C++"
2012,"Java, JavaScript, C++"
2012,"C#, C"
2012,"Java, SQL, Perl"
2012,"Java, PHP, SQL, C++, C"
2012,"Java, Python, C++, C"
2012,"PHP, SQL, HTML5, Delphi"
2012,"Java, C++, C, Perl"
2012,
2012,"SQL, C#"
2012,
2012,Objective-C
2012,"C++, C, Perl"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,
2012,"JavaScript, CSS, HTML5"
2012,"JavaScript, CSS, SQL, C, Perl, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, PHP"
2012,"PHP, C++"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C, HTML5"
2012,
2012,"Python, C++"
2012,"JavaScript, CSS, SQL, C#, C++, C, HTML5"
2012,"JavaScript, Ruby, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, PHP, SQL, C"
2012,"JavaScript, SQL, C#, asp.net"
2012,"CSS, SQL, C#, C++"
2012,"Java, C#"
2012,"JavaScript, CSS, PHP, Objective-C, SQL, C++, HTML5, Qt"
2012,"Java, JavaScript, CSS, PHP, SQL, C++, C, HTML5"
2012,"Java, Python"
2012,"Haskell, Prolog, Coq"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Java, JavaScript, CSS, SQL, Grails, Groovy"
2012,"PHP, SQL, C++, C"
2012,"CSS, SQL, C#, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,"Java, groovy"
2012,"Java, JavaScript, CSS, PHP, Ruby, SQL, C#"
2012,"Java, SQL, C++, C"
2012,"JavaScript, CSS, PHP, SQL, C++, C, HTML5"
2012,"C#, HTML5"
2012,
2012,
2012,"Java, C++"
2012,Ruby
2012,
2012,"JavaScript, C#"
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"Java, C++, C, HTML5"
2012,"JavaScript, CSS, Objective-C, SQL, C, HTML5"
2012,"JavaScript, CSS, PHP"
2012,"CSS, Objective-C, SQL, C#, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C, HTML5"
2012,"JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"SQL, VB"
2012,"Java, PHP, Python, SQL, C++"
2012,"Java, CSS, Python, Ruby, C++, C, VHDL"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, PHP, ActionScript 3"
2012,
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"Java, JavaScript, CSS, PHP, C++, C, Perl"
2012,
2012,
2012,"JavaScript, CSS, PHP, C++"
2012,"CSS, C#"
2012,
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5, android"
2012,"Java, JavaScript, CSS, PHP, SQL"
2012,"Java, PHP, SQL, C++"
2012,"JavaScript, Python, C"
2012,"JavaScript, PHP, SQL, HTML5"
2012,"Python, Objective-C, SQL, C#"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"Java, CSS, PHP, SQL, C#, C++"
2012,"JavaScript, CSS, PHP, Python, SQL, C, HTML5"
2012,"Python, SQL"
2012,"Java, JavaScript, CSS"
2012,"JavaScript, CSS, PHP, Python, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
2012,"Python, C++"
2012,
2012,"Java, JavaScript, CSS, Python, SQL, C"
2012,"Java, JavaScript, CSS, PHP, Python, Objective-C, SQL, C#, C, Perl, HTML5"
2012,"Java, JavaScript, Python, Ruby, C++, C, Perl, VB.NET, Bash, and Emacs Lisp"
2012,
2012,"Java, JavaScript, CSS, PHP, Python, C#, C++, C"
2012,"Java, PHP, SQL, C#, C++, C, Perl"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C"
2012,"CSS, Ruby, HTML5"
2012,"JavaScript, CSS, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, SQL, Perl, Visual Dataflex"
2012,"JavaScript, CSS, SQL, C#"
2012,"JavaScript, CSS, C#, C++, C, VB.NET, HTML/XML"
2012,"C#, C"
2012,"Java, JavaScript, C++, learning Haskell"
2012,"JavaScript, CSS, HTML5"
2012,"Java, JavaScript, Python, SQL, C#"
2012,
2012,"Java, JavaScript, CSS, Ruby, C#, HTML5"
2012,Java
2012,"Java, JavaScript, CSS, SQL, HTML5"
2012,"CSS, Objective-C, SQL, C#"
2012,"JavaScript, CSS, PHP, Python, SQL"
2012,"CSS, SQL, HTML5"
2012,"JavaScript, CSS, Python, SQL, C, HTML5"
2012,
2012,"Java, JavaScript, CSS, PHP, SQL, C#, C++, C, Perl, HTML5"
2012,"Java, Python, Objective-C, C++, C"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,C#
2012,"JavaScript, SQL, C#"
2012,"CSS, PHP, SQL"
2012,"JavaScript, SQL, C#"
2012,"JavaScript, CSS, Python, SQL, C++, C, HTML5"
2012,
2012,"Java, CSS, Ruby, C++"
2012,
2012,"PHP, Python, Ruby, SQL, C#, C, HTML5, coldfusion"
2012,"JavaScript, SQL, C#"
2012,
2012,"Objective-C, SQL, C#"
2012,"JavaScript, CSS, PHP, Python, Ruby, SQL, C#, C++, HTML5"
2012,"Java, Python, SQL, C++, C, Perl"
2012,"Java, JavaScript, SQL, ColdFusion"
2012,"Java, Objective-C, SQL, C#, C"
2012,"Java, JavaScript, CSS, PHP, Python, Ruby, SQL, C#"
2012,"Java, Python, Clojure"
2012,"CSS, PHP, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, Objective-C, SQL, HTML5"
2012,"Java, PHP, SQL, C#"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"CSS, Ruby, C#, C++, HTML5"
2012,Delphi
2012,"Python, C++, C"
2012,
2012,"Python, C++, C"
2012,Ruby
2012,"SQL, C#"
2012,"Java, SQL, C#, VB"
2012,"JavaScript, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, Ruby, SQL, Perl"
2012,"Java, JavaScript, CSS, PHP, SQL, C#, HTML5"
2012,"SQL, C#, VB.NET"
2012,"CSS, SQL, C, lisp, R"
2012,"Java, CSS, PHP, SQL, HTML5"
2012,"JavaScript, CSS, SQL, C#, HTML5"
