Year,Which of the following languages or technologies have you used significantly in the past year?
2014,"C, C++, Python"
2014,"C#, Java, JavaScript, SQL"
2014,"C, Java, Objective-C, PHP, SQL"
2014,C#
2014,"C, C++, C#, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Java, Python"
2014,"C++, Java, JavaScript, Objective-C, PHP, SQL, ActionScript 3"
2014,"JavaScript, PHP, SQL"
2014,"C++, Java, JavaScript, Python, SQL"
2014,C#
2014,"C#, JavaScript, SQL, Scala"
2014,"Java, JavaScript, SQL"
2014,"C#, JavaScript"
2014,"C, Java, Python, SQL, Proprietary"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript, PHP, Ruby, SQL"
2014,"C#, JavaScript, VBA"
2014,"C, C++, C#"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Node.js, PHP"
2014,"Java, JavaScript"
2014,"C++, Python, Matlab"
2014,"Java, JavaScript, SQL"
2014,"C#, Java, PHP"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript"
2014,"C#, JavaScript, Objective-C, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, PHP"
2014,"C, C++, C#, Java"
2014,"Java, Perl"
2014,"C#, Java, JavaScript, SQL"
2014,"Python, SQL, R"
2014,Java
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, SQL"
2014,"C#, JavaScript, Objective-C, PHP, SQL, css2, css3, html5, TypoScript"
2014,"C, C++, JavaScript"
2014,"C#, Java, SQL"
2014,"C++, Ruby"
2014,"C, Java, PHP"
2014,"C#, Java"
2014,"C, C++, C#, JavaScript, Python, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, Ruby"
2014,"C#, JavaScript, PHP, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, Java, SQL"
2014,"C#, Java"
2014,"C, C++, C#, Java, SQL"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, Objective-C, PHP"
2014,"C++, SQL"
2014,"C#, JavaScript"
2014,"C#, SQL"
2014,"Java, JavaScript"
2014,"Java, SQL"
2014,"C++, C#, Java, JavaScript, SQL, Silverlight, MFC"
2014,"Java, JavaScript, Node.js, Objective-C, SQL"
2014,"C#, JavaScript, SQL, bootstarap, Knockout.js, Extension.js, Jquery, MVC, MVP"
2014,"C#, Java, JavaScript"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript, Python, Groovy, Scala"
2014,"C, C++, C#, SQL"
2014,"C, C++, C#"
2014,"Java, SQL"
2014,"C, C++, Java, Liferay"
2014,"C#, Java, JavaScript, PHP, Python, SQL, VB.NET"
2014,"C, JavaScript"
2014,"C, C#, Java, JavaScript, SQL"
2014,"C, C++, Java, JavaScript, PHP"
2014,"HTML, CSS, RDF"
2014,"C#, SQL"
2014,"C, Java, JavaScript, PHP, Python, SQL"
2014,"C#, JavaScript"
2014,"Java, JavaScript, Node.js, SQL"
2014,"PHP, Python, SQL"
2014,"C, C#, Java, JavaScript, SQL"
2014,"Java, JavaScript, Node.js, PHP, SQL"
2014,"Java, JavaScript, Ruby, SQL, Scala"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"C#, VB.Net"
2014,"C#, Java, Objective-C, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, PHP, SQL, vb.net"
2014,"C, C++, C#, Java, JavaScript, PHP, SQL"
2014,"C#, Ruby"
2014,"Java, JavaScript, PHP, SQL"
2014,"C++, Java, Haskell"
2014,"C, C++, Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript"
2014,"C, C++, C#, Java, JavaScript, PHP, Python, SQL"
2014,"C++, Python"
2014,"C#, JavaScript, Objective-C, SQL, Flash"
2014,"C#, JavaScript, SQL"
2014,"Java, Scala"
2014,"JavaScript, PHP, SQL"
2014,"C#, SQL, VBA"
2014,"C, C++, C#, JavaScript, Objective-C, PHP, SQL, COBOL"
2014,"C++, C#, Java, SQL"
2014,"C#, Java"
2014,"C#, JavaScript, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"C, JavaScript, Python"
2014,"C#, JavaScript, PHP"
2014,"C#, JavaScript"
2014,"C#, JavaScript, jquery"
2014,"C#, JavaScript, SQL"
2014,"C++, C#"
2014,"JavaScript, PHP"
2014,"JavaScript, Ruby"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, Node.js, SQL"
2014,"C, C++, JavaScript, Objective-C, PHP"
2014,"C, C++, Python, ESDL"
2014,"C#, SQL"
2014,"C#, JavaScript, PHP, Python, SQL"
2014,"JavaScript, Node.js"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"C++, C#, Python"
2014,C#
2014,"C, C++, Python"
2014,"C#, JavaScript, Objective-C, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C, Python, CFEngine, Perl"
2014,"JavaScript, Ruby, SQL"
2014,"C, Java"
2014,"Java, Python, SQL"
2014,"C++, JavaScript, Node.js, PHP, Python, Ruby, SQL"
2014,Java
2014,"C#, Java, JavaScript, PHP, SQL"
2014,VB.NET
2014,C#
2014,"C#, JavaScript, SQL"
2014,"JavaScript, PHP"
2014,"JavaScript, Node.js, Python, Ruby, SQL"
2014,C#
2014,"Java, JavaScript, Node.js, SQL, Jquery mobile"
2014,"JavaScript, PHP, Python, SQL"
2014,"C#, JavaScript"
2014,"Java, JavaScript, SQL, Clojure, Scala, Elasticsearch"
2014,"C++, C#, BASIC / D3"
2014,"C#, SQL"
2014,"C, Java, JavaScript, PHP, SQL"
2014,"C++, Java, Objective-C"
2014,"PHP, Python, SQL"
2014,PHP
2014,"Java, JavaScript"
2014,C#
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"PHP, Python"
2014,"JavaScript, HTML5, CSS3"
2014,"C++, C#, JavaScript, SQL"
2014,C#
2014,"C++, C#, Java"
2014,"Java, Objective-C"
2014,"C++, Java, Objective-C, PHP, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, Java, JavaScript, PHP, SQL, HTML/CSS"
2014,"C, C++, Java, JavaScript, Node.js, PHP, Python, SQL"
2014,"C++, C#, JavaScript, SQL"
2014,"JavaScript, Node.js, Ruby, SQL"
2014,"SQL, VB.Net"
2014,"C#, SQL, VB.NET"
2014,"C, C++, Matlab / Simulink"
2014,"C, C++, C#, JavaScript, SQL"
2014,"Java, Python, SQL"
2014,"C#, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, Objective-C, SQL, Assembly"
2014,"C, C++, Java, JavaScript, Node.js, Objective-C"
2014,"C#, SQL"
2014,"Node.js, Ruby, SQL"
2014,"Java, JavaScript, Node.js"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,Python
2014,"C, C++, C#, Ruby"
2014,R
2014,"C#, JavaScript, SQL"
2014,"Python, SQL, mongodb"
2014,"JavaScript, SQL, .NET"
2014,"Java, SQL"
2014,"C++, Java, JavaScript, SQL, Scala"
2014,"C++, Python, Ruby, SQL"
2014,"C#, SQL"
2014,"C, Python, Fortrain"
2014,"Java, JavaScript, PHP, Ruby"
2014,"Java, JavaScript, Node.js, PHP, Python, Ruby, SQL"
2014,"C, C++, Python, SQL"
2014,"C, C++, C#, Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript"
2014,"C, JavaScript, Objective-C, PHP, SQL"
2014,"C, C++, C#, Java, JavaScript, Objective-C, SQL"
2014,"C#, JavaScript, Objective-C, PHP"
2014,"SQL, PL/SQL, BASH"
2014,C++
2014,"C, Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, PHP"
2014,"C#, JavaScript, VB.Net,Jquery"
2014,"Java, JavaScript, Python, SQL"
2014,"C, C++, JavaScript, PHP, SQL"
2014,"C, Java, JavaScript, SQL"
2014,"Java, SQL"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, Node.js, scala"
2014,"Objective-C, Ruby, Haskell"
2014,"C#, JavaScript, SQL, Visual Basic"
2014,"C++, Java, JavaScript"
2014,"C++, C#, JavaScript"
2014,"Java, JavaScript, PHP, Python"
2014,"Java, JavaScript, XQuery"
2014,"C, C++, Java"
2014,"Java, JavaScript, Ruby, SQL"
2014,"Python, SQL, R"
2014,"C, C++, JavaScript, Python, Tcl, Lisp"
2014,C#
2014,"C, C++, Java, Node.js, PHP, Python, SQL"
2014,"C#, SQL"
2014,Objective-C
2014,"C#, JavaScript, Python, SQL"
2014,"C++, JavaScript, PHP, SQL"
2014,"JavaScript, Objective-C, PHP, SQL"
2014,"Java, JavaScript, Node.js, Python"
2014,"C#, JavaScript"
2014,"Java, JavaScript, Objective-C, PHP"
2014,"C#, JavaScript, SQL"
2014,"C, C++, C#, Java, JavaScript"
2014,Visual DataFlex
2014,"Java, JavaScript, Node.js, PHP, Scala"
2014,"C, Java, JavaScript, Ruby, SQL"
2014,"C#, JavaScript, Objective-C, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, C#"
2014,"C#, JavaScript, SQL"
2014,"C++, C#, Java"
2014,"C#, JavaScript"
2014,SQL
2014,"C++, C#, Objective-C, R"
2014,"C++, C#, R"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, Python, SQL"
2014,"C#, SQL"
2014,"C, C++, CUDA"
2014,"Java, JavaScript"
2014,C++
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, SystemVerilog"
2014,"Python, SQL"
2014,ActionScript
2014,"JavaScript, Node.js, PHP, SQL"
2014,"C, Java, JavaScript, Objective-C, SQL"
2014,C#
2014,"Java, Python"
2014,"C, C#, Objective-C"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"PHP, Python, SQL"
2014,Python
2014,"JavaScript, PHP"
2014,"JavaScript, Node.js"
2014,"C++, C#, Ruby, Powershell"
2014,"Python, R"
2014,Java
2014,JavaScript
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"C, C++, JavaScript, PHP, Python, SQL"
2014,Java
2014,"JavaScript, Node.js"
2014,Java
2014,"C#, Java, JavaScript, SQL, SDL Tridion, WCF, Alfresco, Spring MVC"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, Ruby, SQL"
2014,Python
2014,"C#, Java, JavaScript, SQL"
2014,"C++, C#, Vb.net"
2014,"C++, C#, Python, Ruby"
2014,"C, C++, Python, SQL"
2014,"Java, JavaScript, SQL, JSF, RichFces, Primefaces, EJB, JPA, JQuery"
2014,PHP
2014,"C++, Perl"
2014,"Java, android SDK"
2014,"JavaScript, PHP, SQL"
2014,"C, C++"
2014,"JavaScript, PHP, Python"
2014,Python
2014,"C, C++, perl, bash"
2014,"JavaScript, PHP"
2014,"C, C++, JavaScript, PHP, Python"
2014,"C, Java, JavaScript, Python"
2014,"C, C++, Java"
2014,"C++, MELT, Ocaml"
2014,"C++, JavaScript"
2014,"C#, JavaScript, XML, XSL, VBScript"
2014,"Java, JavaScript, Ruby"
2014,"C++, C#, JavaScript, PHP, SQL"
2014,"C++, Java"
2014,"Java, Python, Clojure"
2014,Java
2014,"JavaScript, PHP, SQL"
2014,"C, Java, JavaScript, PHP, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C, C++, C#, Java, JavaScript, Python"
2014,"C, C++, Java, JavaScript, SQL"
2014,"C++, C#, JavaScript, PHP, HTML5"
2014,"Java, JavaScript, SQL, flex"
2014,"C#, SQL, VB.NET"
2014,"JavaScript, PHP, SQL"
2014,"C++, C#, JavaScript, Node.js, Objective-C, Ruby"
2014,"Java, JavaScript, SQL"
2014,"JavaScript, Node.js, PHP, Python, SQL"
2014,"Java, Objective-C, SQL"
2014,"C, Objective-C"
2014,"C++, Python"
2014,"Java, JavaScript, SQL"
2014,"C, C++, Java, Perl"
2014,"JavaScript, PHP, Python, SQL"
2014,"JavaScript, PHP, SQL, Perl"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, XAML"
2014,"JavaScript, PHP"
2014,"C#, Java, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C++, Java, JavaScript, PHP, SQL, Delphi"
2014,"Java, JavaScript, Ruby, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"Java, Android, Flash"
2014,"C#, JavaScript, SQL"
2014,"C, C++, perl"
2014,"SQL, VBA"
2014,JavaScript
2014,"C#, Objective-C, SQL"
2014,"PHP, SQL"
2014,"C, Python"
2014,"C#, SQL"
2014,"JavaScript, Node.js, PHP"
2014,"JavaScript, PHP, SQL"
2014,"Java, JavaScript, Objective-C"
2014,"C#, JavaScript, Objective-C, PHP, SQL"
2014,"Java, JavaScript, Node.js, SQL"
2014,"JavaScript, Python, Ruby"
2014,"C#, JavaScript, PHP, SQL"
2014,"C, C++, Java, Objective-C"
2014,"C#, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, Ruby, SQL, T-SQL"
2014,Java
2014,"C, C++, Java"
2014,"JavaScript, Node.js"
2014,"Java, Python"
2014,"C, JavaScript, Perl"
2014,JavaScript
2014,"JavaScript, PHP"
2014,"Python, SQL"
2014,"JavaScript, Node.js, PHP, bash"
2014,"C#, JavaScript, PHP, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,Java
2014,"C#, JavaScript, PHP, SQL"
2014,"JavaScript, Node.js, PHP, MongoDB, AngularJS, Bash Shell"
2014,Objective-C
2014,"C, tcl"
2014,"C, C++"
2014,"C, Objective-C"
2014,"Java, JavaScript, SQL"
2014,C++
2014,"C#, Node.js, PHP, SQL"
2014,"Java, SQL"
2014,"JavaScript, PHP"
2014,"C, C++, Java, JavaScript, PHP, SQL"
2014,"Python, SQL"
2014,"C#, Java, JavaScript"
2014,"C#, Objective-C"
2014,"C, Objective-C, SQL"
2014,"C++, C#, PHP, SQL, Visual Basic, PeopleCode, Haskell"
2014,JavaScript
2014,"C#, JavaScript, SQL"
2014,"C, Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript"
2014,"C++, Java, JavaScript, Objective-C, Ruby"
2014,"C, Java, JavaScript, Node.js, Objective-C, Python, Ruby, SQL, MongoDB, Rails, Chef, Bash, Redis, AWS"
2014,"C, C++, C#, Java, JavaScript, SQL"
2014,"JavaScript, Ruby"
2014,JavaScript
2014,"Java, SQL"
2014,Objective-C
2014,"C, C++, Python"
2014,"Java, JavaScript, Groovy, CoffeeScript"
2014,"C#, JavaScript, Node.js, Objective-C, SQL"
2014,"C++, C#, Java, Python, Go"
2014,"Java, JavaScript, Node.js, PHP, SQL"
2014,"C, C++, Java"
2014,"Objective-C, PHP, SQL"
2014,"C#, SQL, F#"
2014,"C#, JavaScript, SQL, VB.NET"
2014,"C, C++, JavaScript, Python, Ruby"
2014,"Java, SQL"
2014,"C#, JavaScript, PHP"
2014,PHP
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Python"
2014,"JavaScript, Python"
2014,"C++, JavaScript, Python"
2014,"Java, SQL, Android,Servlet"
2014,"C#, JavaScript, Python, SQL, glsl"
2014,"Java, JavaScript, SQL"
2014,"C#, JavaScript, PHP, SQL"
2014,SQL
2014,C
2014,"JavaScript, PHP"
2014,"C, Java, JavaScript"
2014,Objective-C
2014,"C, C++, Objective-C, Python, Perl"
2014,"C, C++, Java, Objective-C"
2014,"C, C#, Java, SQL"
2014,"C, JavaScript, Node.js, Objective-C, PHP"
2014,"Java, JavaScript, Python, SQL"
2014,"JavaScript, PHP, HTML,CSS,JQuery"
2014,"C#, JavaScript, PHP, SQL"
2014,"C, Java, JavaScript, SQL"
2014,"C#, JavaScript, SQL, asp.net,mysql"
2014,"JavaScript, Node.js"
2014,"C, C++, C#, Java, Python"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, Node.js"
2014,"C++, Java, JavaScript"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, Ruby, SQL"
2014,"C, Java"
2014,PHP
2014,"C, JavaScript, Node.js, Python"
2014,"C, C#, Java, JavaScript, SQL"
2014,"C, C++, C#, Java, JavaScript, Python, MATLAB"
2014,"C, C++, Java"
2014,"JavaScript, PHP"
2014,"C#, JavaScript, PHP, SQL"
2014,"C#, Java, JavaScript, Objective-C"
2014,"Java, Objective-C"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"C, Python, x86"
2014,C#
2014,C++
2014,"C, C++, Objective-C"
2014,"C, C++, Java, Objective-C, SQL"
2014,"C#, JavaScript, SQL"
2014,C++
2014,"JavaScript, PHP, Ruby, SQL"
2014,"C, Python, Perl, MATLAB/Simulink"
2014,"Java, JavaScript, SQL"
2014,R
2014,"Java, JavaScript, SQL"
2014,"C, C++, Objective-C"
2014,"Java, JavaScript, SQL"
2014,"C#, Java, JavaScript, Ruby"
2014,"Java, JavaScript, Node.js, Objective-C, PHP, SQL"
2014,C++
2014,"PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, Scala"
2014,"C++, Java, JavaScript, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, PHP"
2014,"C++, Objective-C, PHP, SQL"
2014,"C, C#, VBA, FORTRAN"
2014,"C++, C#, JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, SQL"
2014,"C#, JavaScript, ActionScript 3.0, Haxe"
2014,"C#, JavaScript, PHP, SQL"
2014,livecode
2014,fortran
2014,"Node.js, Objective-C, PHP"
2014,"JavaScript, Node.js, Python"
2014,Java
2014,"C#, JavaScript, SQL"
2014,"C, C#, Java, JavaScript, Objective-C, PHP, Python, Ruby, SQL"
2014,"JavaScript, PHP"
2014,"C, Java, JavaScript, PHP, SQL, CodeIgniter"
2014,"JavaScript, Ruby"
2014,"JavaScript, Node.js, PHP, Python, SQL"
2014,"C++, JavaScript, Objective-C, PHP, Python"
2014,"Java, JavaScript, Ruby"
2014,"Java, Python, Ruby"
2014,"JavaScript, Ruby"
2014,"C++, C#, Java"
2014,"C++, JavaScript, Node.js, PHP"
2014,"Java, JavaScript, PHP, SQL"
2014,"C, C++, C#, Java, JavaScript, Node.js, Objective-C, PHP, Python, Ruby, SQL"
2014,"C#, JavaScript, Node.js, SQL"
2014,"Java, Python"
2014,"C, C++, JavaScript, Objective-C, Python"
2014,"C++, JavaScript, Node.js, PHP, Python, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, Node.js, PHP, SQL"
2014,"Java, JavaScript, Node.js, Python, Ruby, SQL"
2014,"C, C++, Python"
2014,"SQL, Erlang"
2014,"Java, JavaScript, SQL"
2014,"C#, JavaScript, SQL, F#"
2014,"C++, Java, JavaScript"
2014,"Java, JavaScript, Python, SQL, Go"
2014,"C#, JavaScript, SQL"
2014,"C++, C#, Java, JavaScript, PHP, Python, Ruby, LUA, Visual Basic"
2014,"C#, JavaScript, Python, Ruby"
2014,"JavaScript, Node.js, PHP"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, C#, Java, Python, SQL"
2014,"JavaScript, Ruby, SQL"
2014,"Java, JavaScript, Progress 4GL"
2014,"Python, glsl"
2014,Objective-C
2014,"C#, JavaScript, Node.js, PHP"
2014,"C, C++, JavaScript, Node.js, Objective-C"
2014,"C#, JavaScript, PHP, SQL"
2014,"Java, JavaScript, Objective-C, Python"
2014,"JavaScript, Ruby, SQL, ColdFusion"
2014,"C++, JavaScript, Node.js, Objective-C, PHP, Ruby, SQL"
2014,"C#, Java, JavaScript, Objective-C, SQL, Delphi"
2014,"JavaScript, PHP"
2014,JavaScript
2014,"Java, SQL"
2014,"C, C#, JavaScript, Ruby, SQL"
2014,"C#, JavaScript, PHP, SQL"
2014,"C, Java, Groovy, Spark"
2014,"C#, JavaScript, SQL"
2014,"C++, C#, Java, JavaScript"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Ruby, SQL"
2014,"JavaScript, SQL, vb.net"
2014,"JavaScript, PHP, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C, C#, JavaScript, SQL"
2014,JavaScript
2014,"C, Java, JavaScript, Ruby, SQL, scala"
2014,"Python, SQL"
2014,"C++, JavaScript, Python"
2014,"C#, JavaScript, PHP, SQL"
2014,"JavaScript, PHP, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, Java, Objective-C"
2014,"Java, JavaScript, SQL"
2014,"PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C++, Java"
2014,JavaScript
2014,"Java, Game Maker"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"C, JavaScript, Objective-C, Ruby, SQL"
2014,"C++, Java, JavaScript, Python"
2014,"C++, JavaScript, PHP, SQL"
2014,"Java, JavaScript, SQL, Scala"
2014,Java
2014,"C#, JavaScript, SQL"
2014,"C, C++, Python, Haskell"
2014,"Java, JavaScript, Node.js, Python"
2014,"C#, Java, JavaScript, Node.js, PHP, Python, Ruby, SQL"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"C#, Java"
2014,JavaScript
2014,Python
2014,"C#, JavaScript, PHP, Python"
2014,"JavaScript, Node.js, PHP, SQL"
2014,Objective-C
2014,"JavaScript, PHP"
2014,"C, C#, JavaScript, Node.js, PHP, SQL"
2014,"Java, SQL"
2014,"Objective-C, Python"
2014,�������Brending
2014,"C++, C#, JavaScript, Node.js, Objective-C"
2014,"Java, JavaScript, Node.js, Python, SQL"
2014,"C, Java, PHP, Python, SQL"
2014,"Java, JavaScript, SQL"
2014,"JavaScript, PHP, Python, SQL"
2014,"JavaScript, SQL, ColdFusion"
2014,"PHP, SQL, perl"
2014,"JavaScript, Node.js, Meteor"
2014,"JavaScript, Python, Ruby, bash"
2014,"C#, Java, Objective-C, PHP, Python"
2014,VBA
2014,"Java, JavaScript, Objective-C, PHP"
2014,"C#, Java, JavaScript, Python"
2014,"C, C++, Objective-C, Lisp, SML"
2014,"JavaScript, PHP"
2014,"C, Java, PHP, Python, SQL, web2py, worpress, lisp, FP"
2014,Objective-C
2014,"C, C++, Java, JavaScript"
2014,"JavaScript, PHP, HTML, CSS, R"
2014,"JavaScript, Python"
2014,"C#, Python, SQL"
2014,"C, Java, Python"
2014,"C#, SQL"
2014,"Java, JavaScript"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"JavaScript, Node.js, PHP, Ruby"
2014,"C++, Java"
2014,C++
2014,Java
2014,Objective-C
2014,C#
2014,"C#, Java, Python"
2014,"C++, C#, Objective-C, SQL, COM"
2014,"JavaScript, Python"
2014,"C, autoit"
2014,C++
2014,"JavaScript, Ruby"
2014,"C, Objective-C, PHP, SQL"
2014,"Java, JavaScript"
2014,"C, Java, JavaScript, Node.js, Bash, Awk"
2014,"PHP, Python"
2014,"C#, JavaScript, SQL, CoffeeScript, AngularJS, GruntJS"
2014,"Java, JavaScript, Scala"
2014,"C#, Java, PHP, Python, SQL"
2014,"Java, JavaScript, ADF, BPEL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, Python"
2014,"C, C++, Python, SQL"
2014,"C++, C#, Python"
2014,"C#, JavaScript, Node.js, PHP, SQL"
2014,"JavaScript, Node.js, Ruby, SQL"
2014,"C#, JavaScript, PHP, SQL, Perl"
2014,"Java, JavaScript, Ruby, SQL"
2014,"Java, Scala"
2014,"C, C++, Python"
2014,"C#, Java, JavaScript, Node.js, Python, SQL"
2014,"JavaScript, Node.js, Objective-C, Python, SQL"
2014,"JavaScript, Objective-C, Ruby"
2014,Perl
2014,"Java, Ruby, SQL"
2014,"JavaScript, SQL, ColdFusion"
2014,Java
2014,Python
2014,"C, C++, Java, JavaScript, Node.js, Objective-C, PHP"
2014,Python
2014,"Java, JavaScript, SQL"
2014,"JavaScript, Python, SQL"
2014,"C, C#, Java, JavaScript, Python"
2014,"C#, Java, JavaScript, Python, SQL, dojo"
2014,"C#, JavaScript"
2014,"JavaScript, PHP"
2014,"Java, JavaScript, PHP, SQL"
2014,Java
2014,"C#, JavaScript, PHP, SQL"
2014,"JavaScript, SQL, Coldfusion"
2014,"C#, Java, JavaScript, SQL"
2014,"JavaScript, asp.net, html, css"
2014,"JavaScript, CSS, HTML"
2014,"JavaScript, Groovy"
2014,"C#, Java, SQL, Basic"
2014,"C#, Java, JavaScript, SQL, VisualBASIC.NET"
2014,"C#, SQL"
2014,"Python, SQL"
2014,"JavaScript, Node.js, PHP"
2014,"C#, JavaScript, SQL"
2014,"C, C#, Java, Node.js, Python, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Python, MySQL"
2014,"C++, Java"
2014,"Python, Matlab"
2014,"C++, SQL, Perl, Erlang"
2014,C++
2014,"JavaScript, Node.js, PHP, Python, node.js is JavaScript ;)"
2014,"C#, JavaScript, SQL, F#"
2014,"SQL, VBA"
2014,vba
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, Node.js, Python, Ruby, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"Python, Fortran, MPI"
2014,"C++, C#"
2014,Python
2014,"C, C++, C#"
2014,"C++, C#, JavaScript"
2014,"C#, Java, Objective-C"
2014,"C#, JavaScript, Python"
2014,"JavaScript, Node.js, PHP, Python, Ruby, SQL, Bash"
2014,SQL
2014,"JavaScript, Objective-C, PHP, SQL"
2014,VBA for Excel
2014,"Java, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, Matlab"
2014,"C#, JavaScript, SQL"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, PHP"
2014,"Java, Objective-C, SQL"
2014,"JavaScript, PHP, SQL, VBA"
2014,"JavaScript, PHP, SQL"
2014,"C, Python"
2014,"Java, scala"
2014,"neo4j, xml"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript"
2014,"JavaScript, PHP, SQL"
2014,"C++, C#, JavaScript, PHP, SQL"
2014,"C++, JavaScript, PHP, Python"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL, VB6"
2014,"C, C++, C#, JavaScript, Python, SQL"
2014,"C#, JavaScript"
2014,"Java, Ruby"
2014,"Java, JavaScript, Node.js, Python, Clojure"
2014,"JavaScript, Ruby, SQL"
2014,C++
2014,"C, C++, Python"
2014,"C++, JavaScript, PHP, Python, SQL"
2014,"JavaScript, PHP, SQL"
2014,"R, Matlab, Mathematica"
2014,"C, Java, JavaScript, Python"
2014,"Java, Ruby"
2014,R
2014,"Java, JavaScript, Node.js, PHP, Python, SQL"
2014,"Java, SQL, Scala"
2014,"C#, Java, JavaScript, Objective-C"
2014,"C++, Java, JavaScript, Python"
2014,"C, C#"
2014,"JavaScript, SQL, VB.NET, Knockout"
2014,"C, C++, C#, Java, JavaScript, Python, SQL"
2014,"C#, JavaScript, Objective-C, SQL"
2014,"C#, JavaScript, SQL"
2014,VB.Net
2014,"C, C++, C#, Java, JavaScript, Node.js, PHP, SQL"
2014,"C#, Java, JavaScript, Objective-C, SQL"
2014,Python
2014,"Java, JavaScript, Python, SQL"
2014,"Java, SQL"
2014,"Java, JavaScript, Python, SQL"
2014,"C, Python, Simulink"
2014,"Java, JavaScript, Python, SQL"
2014,"C, C++, C#"
2014,"C#, Python, SQL"
2014,"C#, JavaScript, Python, SQL"
2014,"C#, Java, JavaScript"
2014,Java
2014,"C#, JavaScript, Python, SQL"
